FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
ПФО;Чувашская Республика — Чувашия;8;42746;9824,5;15527,2;1,8;241,8;3849;0;3082,4;10219,3;;;;;;
ПФО;Чувашская Республика — Чувашия;9;0;0;0;0;0;0;0;0;0;;;;;;
ПФО;Чувашская Республика — Чувашия;10;67087,6;10728,7;27561,9;0;849,1;6960,6;1352;13357,5;6277,8;;;;;;
ПФО;Чувашская Республика — Чувашия;11;2636,8;120,8;2341,8;40,2;0;0;0;0;134;;;;;;
ПФО;Чувашская Республика — Чувашия;12;0;0;0;0;0;0;0;0;0;;;;;;
ПФО;Чувашская Республика — Чувашия;13;3991,6;1246,4;2564,6;0;0;180,6;0;0;0;;;;;;
СЗФО;Архангельская область;3;250,2;40,3;36,5;0;24;55,5;15;68,4;10,5;985;415,4;876,8;0;0;1584,8
СЗФО;Архангельская область;4;20,1;1,6;10,1;0;3,1;2,5;0,6;1,7;0,5;;;;;;
СЗФО;Архангельская область;5;104840,5;27942,1;18344,8;0;4599,5;23545,1;7841,6;19284,7;3282,7;;;;;;
СЗФО;Архангельская область;6;9822,9;3495,7;2414,9;0;81,5;1541,9;0;2288,9;0;;;;;;
СЗФО;Архангельская область;7;5989;1400,7;2384,6;0;696,6;674;269,8;390,6;172,7;;;;;;
СЗФО;Архангельская область;8;62164;14440,5;12033,4;0;2358;17822,2;0;15509,9;0;;;;;;
СЗФО;Архангельская область;9;220;0;220;0;0;0;0;0;0;;;;;;
СЗФО;Архангельская область;10;42456,5;13501,6;6091,4;0;2241,5;5722,9;7841,6;3774,8;3282,7;;;;;;
СЗФО;Архангельская область;11;1992,5;0;900,1;0;337,4;377,3;0;377,7;0;;;;;;
СЗФО;Архангельская область;12;103,5;84,9;10,7;0;0;7,9;0;0;0;;;;;;
СЗФО;Архангельская область;13;3893;1315,8;1473,8;0;359,2;288,8;269,8;12,9;172,7;;;;;;
СЗФО;Вологодская область;3;316,6;65,6;68;1,9;2;23;10;25,7;120,4;916;1534,7;3335,6;0;671,6;2664
СЗФО;Вологодская область;4;86,8;0,8;82,1;0,3;0;0,4;0;0;3,2;;;;;;
СЗФО;Вологодская область;5;104139;34255,1;15347,7;1459,1;533,1;7801,6;4102,3;14157,4;26482,7;;;;;;
СЗФО;Вологодская область;6;1509,6;650,3;156,9;69,4;0;9,6;0;48;575,4;;;;;;
СЗФО;Вологодская область;7;4181,4;965,8;1865,4;74,3;0;531;0;0;744,9;;;;;;
СЗФО;Вологодская область;8;47925,4;16484,2;7142,4;1450,9;0;1641,9;0;0;21206;;;;;;
СЗФО;Вологодская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Вологодская область;10;56213,6;17770,9;8205,3;8,2;533,1;6159,7;4102,3;14157,4;5276,7;;;;;;
СЗФО;Вологодская область;11;1078,5;0;341,5;74,3;0;0;0;0;662,7;;;;;;
СЗФО;Вологодская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Вологодская область;13;3102,9;965,8;1523,9;0;0;531;0;0;82,2;;;;;;
СЗФО;Калининградская область;3;414,7;92,8;79,3;2;39,8;39,8;5;53;103;111;133,1;3732,8;0;10;3732,8
СЗФО;Калининградская область;4;77,1;3,5;45,4;0;2,8;2,7;5;1,7;16;;;;;;
СЗФО;Калининградская область;5;183663,8;74423,9;18351,7;1887;27392,2;11650,8;1263,7;17864,2;30830,3;;;;;;
СЗФО;Калининградская область;6;4744,7;3645,5;842,6;0;65,1;23,1;0;0;168,4;;;;;;
СЗФО;Калининградская область;7;11258,2;539;7253,9;0;254,6;481,2;541,1;344,1;1844,3;;;;;;
СЗФО;Калининградская область;8;39526,9;13171,8;11726,1;0;619,3;3960;0;5346,5;4703,2;;;;;;
СЗФО;Калининградская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Калининградская область;10;144136,9;61252,1;6625,6;1887;26772,9;7690,8;1263,7;12517,7;26127,1;;;;;;
СЗФО;Калининградская область;11;3566,2;0;1794,3;0;137,9;271,8;0;200,9;1161,3;;;;;;
СЗФО;Калининградская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Калининградская область;13;7692;539;5459,6;0;116,7;209,4;541,1;143,2;683;;;;;;
СЗФО;Ленинградская область;3;150,7;22,6;51,5;2,2;0;1;0;0;73,4;800;680;669,1;0;0;669,1
СЗФО;Ленинградская область;4;10,8;0;9,1;0,4;0;0;0;0;1,3;;;;;;
СЗФО;Ленинградская область;5;112146,8;22993,7;52840;2633;0;180;0;0;33500,1;;;;;;
СЗФО;Ленинградская область;6;22676,4;5473,6;10406;293,5;0;0;0;0;6503,3;;;;;;
СЗФО;Ленинградская область;7;7384,7;0;6351,6;215,6;0;0;0;0;817,5;;;;;;
СЗФО;Ленинградская область;8;102251,3;20189,6;48480,1;2527,6;0;0;0;0;31054;;;;;;
СЗФО;Ленинградская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ленинградская область;10;9895,5;2804,1;4359,9;105,4;0;180;0;0;2446,1;;;;;;
СЗФО;Ленинградская область;11;6301,4;0;5595,9;215,6;0;0;0;0;489,9;;;;;;
СЗФО;Ленинградская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ленинградская область;13;1083,3;0;755,7;0;0;0;0;0;327,6;;;;;;
СЗФО;Мурманская область;3;178,8;28,4;38;0,3;0;6;9,4;34;62,7;375;303;2633;0;114;2519
СЗФО;Мурманская область;4;14,7;0;5,2;0;0;0;0;9;0,5;;;;;;
СЗФО;Мурманская область;5;142122,9;35882,6;31264,3;198,3;0;6152,8;8907,1;28763;30954,8;;;;;;
СЗФО;Мурманская область;6;5670,3;1551,6;3353,4;0;0;0;0;0;765,3;;;;;;
СЗФО;Мурманская область;7;2824,6;0;1785,4;0;0;0;0;886;153,2;;;;;;
СЗФО;Мурманская область;8;77689,6;22405,3;29397,7;198,3;0;0;0;0;25688,3;;;;;;
СЗФО;Мурманская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Мурманская область;10;64433,3;13477,3;1866,6;0;0;6152,8;8907,1;28763;5266,5;;;;;;
СЗФО;Мурманская область;11;1487,7;0;1377,4;0;0;0;0;0;110,3;;;;;;
СЗФО;Мурманская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Мурманская область;13;1336,9;0;408;0;0;0;0;886;42,9;;;;;;
СЗФО;Ненецкий автономный округ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;5;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;6;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;7;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;8;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;10;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;11;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Ненецкий автономный округ;13;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Новгородская область;3;98;26;21;0;4;6;0;12;29;126;62,8;2596,3;0;619,5;1944
СЗФО;Новгородская область;4;86,5;0;83,1;0;0;0,4;0;1;2;;;;;;
СЗФО;Новгородская область;5;34338,7;14429,1;6927,6;0;1723,5;2289,4;0;3523,8;5445,3;;;;;;
СЗФО;Новгородская область;6;248,5;142,4;46,4;0;0;0;0;0;59,7;;;;;;
СЗФО;Новгородская область;7;2299,1;0;1628,4;0;0;207;0;158,2;305,5;;;;;;
СЗФО;Новгородская область;8;14531,2;6929;940,4;0;0;1592,1;0;2662,4;2407,3;;;;;;
СЗФО;Новгородская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Новгородская область;10;19807,5;7500,1;5987,2;0;1723,5;697,3;0;861,4;3038;;;;;;
СЗФО;Новгородская область;11;266,1;0;238,4;0;0;0;0;0;27,7;;;;;;
СЗФО;Новгородская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Новгородская область;13;2033;0;1390;0;0;207;0;158,2;277,8;;;;;;
СЗФО;Псковская область;3;129,4;10;71,1;0;2;23,3;0;7;16;10;4,7;15,5;0;14,9;0,6
СЗФО;Псковская область;4;3,2;0;1,5;0;0;0,7;0;0;1;;;;;;
СЗФО;Псковская область;5;29035,6;3933,9;18138,3;0;312;3776,4;0;190,5;2684,5;;;;;;
СЗФО;Псковская область;6;2304,4;321,4;1508,1;0;0;462,9;0;12;0;;;;;;
СЗФО;Псковская область;7;454,4;0;205,7;0;0;113,9;0;0;134,8;;;;;;
СЗФО;Псковская область;8;19245,7;2032,2;13825,4;0;0;2667,1;0;0;721;;;;;;
СЗФО;Псковская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Псковская область;10;9789,9;1901,7;4312,9;0;312;1109,3;0;190,5;1963,5;;;;;;
СЗФО;Псковская область;11;247,6;0;133,7;0;0;113,9;0;0;0;;;;;;
СЗФО;Псковская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Псковская область;13;206,8;0;72;0;0;0;0;0;134,8;;;;;;
СЗФО;Республика Карелия;3;225,3;37,9;28,8;0;2,8;17;18,3;58,5;62;951;356;10619;0;1521;9098
СЗФО;Республика Карелия;4;32;0;7,3;0;0;2,1;0;8;14,6;;;;;;
СЗФО;Республика Карелия;5;91805,1;23154,6;9497,8;0;684,6;6305;5893,1;26147,1;20122,9;;;;;;
СЗФО;Республика Карелия;6;2872,3;1831,7;813,8;0;0;0;0;0;226,8;;;;;;
СЗФО;Республика Карелия;7;8185,1;0;2375,2;0;0;545,2;0;2975,4;2289,3;;;;;;
СЗФО;Республика Карелия;8;37399,6;11712,9;6404,2;0;459,2;2840,8;5007,7;4265,4;6709,4;;;;;;
СЗФО;Республика Карелия;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Республика Карелия;10;54405,5;11441,7;3093,6;0;225,4;3464,2;885,4;21881,7;13413,5;;;;;;
СЗФО;Республика Карелия;11;1309,1;0;1124,4;0;0;0;0;0;184,7;;;;;;
СЗФО;Республика Карелия;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Республика Карелия;13;6876;0;1250,8;0;0;545,2;0;2975,4;2104,6;;;;;;
СЗФО;Республика Коми;3;299,7;64,6;80,4;0;6;38;13;34,2;63,5;1;0;11;0;0;11
СЗФО;Республика Коми;4;14,5;3,2;6,3;0;0;0;0;1;4;;;;;;
СЗФО;Республика Коми;5;140355,9;50224,8;35639,3;0;2832,4;15526,9;5116,7;10941,4;20074,4;;;;;;
СЗФО;Республика Коми;6;6883,2;2650,9;1505,8;0;115,7;802,1;0;1391,9;416,8;;;;;;
СЗФО;Республика Коми;7;2818,6;499,2;1318,5;0;0;0;0;225,7;775,2;;;;;;
СЗФО;Республика Коми;8;69249,4;24685,2;18419,3;0;852,8;5692,7;631;5734,8;13233,6;;;;;;
СЗФО;Республика Коми;9;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Республика Коми;10;71106,5;25539,6;17220;0;1979,6;9834,2;4485,7;5206,6;6840,8;;;;;;
СЗФО;Республика Коми;11;1217,1;61,8;468,4;0;0;0;0;225,7;461,2;;;;;;
СЗФО;Республика Коми;12;0;0;0;0;0;0;0;0;0;;;;;;
СЗФО;Республика Коми;13;1601,5;437,4;850,1;0;0;0;0;0;314;;;;;;
СЗФО;Санкт-Петербург;3;1986,1;278,3;565,3;4;63,8;162,5;63;212,1;637,1;20920;13090,4;52888,8;80,4;3421,2;49573,2
СЗФО;Санкт-Петербург;4;1104,6;9,7;921,9;1,6;12,6;5,1;3;25,7;125;;;;;;
СЗФО;Санкт-Петербург;5;1089148,1;250838,6;328541,3;1283;26442,5;82996;19573,5;104512,8;274960,4;;;;;;
СЗФО;Санкт-Петербург;6;61645,1;22857,9;17731,3;102;2437,7;3536,9;76,6;2906,3;11996,4;;;;;;
СЗФО;Санкт-Петербург;7;140210,2;8275,2;91402,5;1062,6;2176,8;1442,6;686,4;9265,3;25898,8;;;;;;
СЗФО;Санкт-Петербург;8;723991,5;171716,9;242707,6;1218;20798,3;31242,7;0;32283,2;224024,8;;;;;;
СЗФО;Санкт-Петербург;9;109,5;24,3;76,8;0;0;0;0;0;8,4;;;;;;
СЗФО;Санкт-Петербург;10;365047,1;79097,4;85756,9;65;5644,2;51753,3;19573,5;72229,6;50927,2;;;;;;
СЗФО;Санкт-Петербург;11;89071;2009,2;53557,8;0;1750,6;471,1;0;6683,8;24598,5;;;;;;
СЗФО;Санкт-Петербург;12;3,8;0;0;0;0;3,8;0;0;0;;;;;;
СЗФО;Санкт-Петербург;13;51135,4;6266;37844,7;1062,6;426,2;967,7;686,4;2581,5;1300,3;;;;;;
СКФО;Кабардино-Балкарская Республика;3;296;44;80;0;17;47;69;15;24;184;149;1432,1;0;0;1430,1
СКФО;Кабардино-Балкарская Республика;4;44;8,5;19;0;0;8,5;1;5;2;;;;;;
СКФО;Кабардино-Балкарская Республика;5;65506,4;11618,4;8657,8;0;3374;9785;27744,2;2091,4;2235,6;;;;;;
СКФО;Кабардино-Балкарская Республика;6;452,1;130,6;320;0;0;0;0;1,5;0;;;;;;
СКФО;Кабардино-Балкарская Республика;7;4299,7;1723,4;1123,7;0;0;738;144;514,6;56;;;;;;
СКФО;Кабардино-Балкарская Республика;8;29297,1;3781,5;3254,2;0;1888,2;4709;14032,7;760,4;871,1;;;;;;
СКФО;Кабардино-Балкарская Республика;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Кабардино-Балкарская Республика;10;36209,3;7836,9;5403,6;0;1485,8;5076;13711,5;1331;1364,5;;;;;;
СКФО;Кабардино-Балкарская Республика;11;30;0;30;0;0;0;0;0;0;;;;;;
СКФО;Кабардино-Балкарская Республика;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Кабардино-Балкарская Республика;13;4269,7;1723,4;1093,7;0;0;738;144;514,6;56;;;;;;
СКФО;Карачаево-Черкесская Республика;3;79;7;34;0;4;7;0;15;12;0;0;0;0;0;0
СКФО;Карачаево-Черкесская Республика;4;11;0;9;0;0;0;0;0;2;;;;;;
СКФО;Карачаево-Черкесская Республика;5;18364,5;3184,4;7559,5;0;844,1;1734,8;0;3427,5;1614,2;;;;;;
СКФО;Карачаево-Черкесская Республика;6;2684,3;247,8;1788,5;0;0;0;0;648;0;;;;;;
СКФО;Карачаево-Черкесская Республика;7;882;0;766,5;0;0;0;0;0;115,5;;;;;;
СКФО;Карачаево-Черкесская Республика;8;16103,6;2866,3;6407,4;0;844,1;1614,7;0;2807,2;1563,9;;;;;;
СКФО;Карачаево-Черкесская Республика;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Карачаево-Черкесская Республика;10;2260,9;318,1;1152,1;0;0;120,1;0;620,3;50,3;;;;;;
СКФО;Карачаево-Черкесская Республика;11;824,2;0;708,7;0;0;0;0;0;115,5;;;;;;
СКФО;Карачаево-Черкесская Республика;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Карачаево-Черкесская Республика;13;57,8;0;57,8;0;0;0;0;0;0;;;;;;
СКФО;Республика Дагестан;3;85;25;16;1;4;8;1;16;14;310;117;599;0;62;537
СКФО;Республика Дагестан;4;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Дагестан;5;10847,8;3305,1;1450,6;245;736;470,1;245;3723;673;;;;;;
СКФО;Республика Дагестан;6;617;371;60;0;6;132;0;48;0;;;;;;
СКФО;Республика Дагестан;7;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Дагестан;8;578,8;179,1;165,6;0;0;93,1;0;0;141;;;;;;
СКФО;Республика Дагестан;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Дагестан;10;10269;3126;1285;245;736;377;245;3723;532;;;;;;
СКФО;Республика Дагестан;11;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Дагестан;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Дагестан;13;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;3;7;2;3;0;0;0;0;2;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;4;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;5;1897;687;719;0;0;0;0;491;0;;;;;;
СКФО;Республика Ингушетия;6;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;7;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;8;1897;687;719;0;0;0;0;491;0;;;;;;
СКФО;Республика Ингушетия;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;10;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;11;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Ингушетия;13;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;3;17;3;2;0;0;7;5;0;0;8;8;7;0;0;7
СКФО;Республика Северная Осетия — Алания;4;2;0;0;0;0;1;1;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;5;1677,1;487;118;0;0;363,6;708,5;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;6;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;7;1025;0;0;0;0;512,5;512,5;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;8;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;10;1677,1;487;118;0;0;363,6;708,5;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;11;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Республика Северная Осетия — Алания;13;1025;0;0;0;0;512,5;512,5;0;0;;;;;;
СКФО;Ставропольский край;3;320;60;91;0;0;18;5;22;124;423;268;2338,2;24;541;2230,6
СКФО;Ставропольский край;4;94,5;4;78;0;0,5;3,1;0;0;8,9;;;;;;
СКФО;Ставропольский край;5;105633,7;34982,5;22641,4;0;0;3997;1333,2;6025,5;36654,1;;;;;;
СКФО;Ставропольский край;6;7792,3;2368,3;2882;0;0;0;0;0;2542;;;;;;
СКФО;Ставропольский край;7;15807,7;3677,3;9388,1;0;238,9;392,6;0;0;2110,8;;;;;;
СКФО;Ставропольский край;8;43776,6;12801,9;11223,8;0;0;1128;525,7;838,4;17258,8;;;;;;
СКФО;Ставропольский край;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Ставропольский край;10;61857,1;22180,6;11417,6;0;0;2869;807,5;5187,1;19395,3;;;;;;
СКФО;Ставропольский край;11;1886;0;1410;0;75;119;0;0;282;;;;;;
СКФО;Ставропольский край;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Ставропольский край;13;13921,7;3677,3;7978,1;0;163,9;273,6;0;0;1828,8;;;;;;
СКФО;Чеченская Республика;3;92;7;40;0;0;0;0;0;45;200;200;12517;0;0;12517
СКФО;Чеченская Республика;4;12;0;10;0;0;0;0;0;2;;;;;;
СКФО;Чеченская Республика;5;31914,9;6978,4;16023;0;0;0;0;0;8913,5;;;;;;
СКФО;Чеченская Республика;6;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Чеченская Республика;7;2823;0;2499,7;0;0;0;0;0;323,3;;;;;;
СКФО;Чеченская Республика;8;31914,9;6978,4;16023;0;0;0;0;0;8913,5;;;;;;
СКФО;Чеченская Республика;9;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Чеченская Республика;10;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Чеченская Республика;11;2823;0;2499,7;0;0;0;0;0;323,3;;;;;;
СКФО;Чеченская Республика;12;0;0;0;0;0;0;0;0;0;;;;;;
СКФО;Чеченская Республика;13;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Алтайский край;3;163;18;26;0;2;18;13;22;64;70;10;139,2;0;0;139,2
СФО;Алтайский край;4;11;0;5;0;0;1;0;3;2;;;;;;
СФО;Алтайский край;5;38414;7313,5;6654,8;0;444,7;4127,3;2265,4;4801,9;12806,4;;;;;;
СФО;Алтайский край;6;2455,7;401;41,8;0;31,9;214,2;121,5;1580;65,3;;;;;;
СФО;Алтайский край;7;1012;0;547,4;0;0;32,5;0;199,8;232,3;;;;;;
СФО;Алтайский край;8;23225,9;4682,9;4833,6;0;29,2;2148,6;1375,1;1935,7;8220,8;;;;;;
СФО;Алтайский край;9;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Алтайский край;10;15188,1;2630,6;1821,2;0;415,5;1978,7;890,3;2866,2;4585,6;;;;;;
СФО;Алтайский край;11;301,5;0;297,8;0;0;0;0;0;3,7;;;;;;
СФО;Алтайский край;12;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Алтайский край;13;710,5;0;249,6;0;0;32,5;0;199,8;228,6;;;;;;
СФО;Иркутская область;3;524,5;84,6;216,6;1;4,5;61,5;0;26,2;130,1;660;660;6511,7;118;366;6027,7
СФО;Иркутская область;4;83;0;53,1;2;3;3;0;6,1;15,8;;;;;;
СФО;Иркутская область;5;271724,6;64501,7;124134,4;921,4;2733,4;25580,4;0;13027,9;40825,4;;;;;;
СФО;Иркутская область;6;8152,9;2875,5;1909,4;0;0;234,4;0;0;3133,6;;;;;;
СФО;Иркутская область;7;29312,9;0;23903,9;503,9;589,3;500,1;0;1545,7;2270;;;;;;
СФО;Иркутская область;8;201485,8;51618,5;87897,2;584,9;2733,4;22477,8;0;10238,6;25935,4;;;;;;
СФО;Иркутская область;9;2001,2;448,9;16,7;0;0;234,4;0;0;1301,2;;;;;;
СФО;Иркутская область;10;68237,6;12434,3;36220,5;336,5;0;2868,2;0;2789,3;13588,8;;;;;;
СФО;Иркутская область;11;21534,6;0;17341,1;368,4;585,4;440;0;1189,8;1609,9;;;;;;
СФО;Иркутская область;12;82,3;0;0;0;0;0;0;0;82,3;;;;;;
СФО;Иркутская область;13;7696;0;6562,8;135,5;3,9;60,1;0;355,9;577,8;;;;;;
СФО;Кемеровская область;3;756,5;83,3;312,8;1,6;6;104,5;3,7;71,4;173,2;1186;491,8;1035,4;19;0;1016,4
СФО;Кемеровская область;4;142,3;1;110,6;0,9;0,5;4,8;1;12;11,5;;;;;;
СФО;Кемеровская область;5;264452;59843,9;91389,6;1929,4;2577,1;31416,6;1054;26451;49790,4;;;;;;
СФО;Кемеровская область;6;13781,6;2655,8;9066,4;0;17,2;121,6;114,1;893,6;912,9;;;;;;
СФО;Кемеровская область;7;31604,9;1219,8;24012,8;249,8;94,6;881;167,4;2388,7;2590,8;;;;;;
СФО;Кемеровская область;8;188905,3;37383,8;65911,9;980,8;1671,3;23203,4;1039,7;18760,3;39954,1;;;;;;
СФО;Кемеровская область;9;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Кемеровская область;10;75546,7;22460,1;25477,7;948,6;905,8;8213,2;14,3;7690,7;9836,3;;;;;;
СФО;Кемеровская область;11;24091,1;0;19423;37,9;94,6;803,5;165,1;1737,4;1829,6;;;;;;
СФО;Кемеровская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Кемеровская область;13;7513,8;1219,8;4589,8;211,9;0;77,5;2,3;651,3;761,2;;;;;;
СФО;Красноярский край;3;711,3;119,4;178,9;0;27;53,2;18,6;77,9;236,3;3696;3235;11390,4;1122;1974,5;8638,9
СФО;Красноярский край;4;103,7;3;78,3;0;4;0;0,5;7;10,9;;;;;;
СФО;Красноярский край;5;437864,9;124086,2;113972,6;0;21097,7;35608;5343,4;59822,3;77934,7;;;;;;
СФО;Красноярский край;6;13110,5;4198,5;3457,4;0;73,6;476,5;1,5;129,3;4773,7;;;;;;
СФО;Красноярский край;7;25746,9;653,9;19130,1;0;591,5;0;296,8;1425,7;3648,9;;;;;;
СФО;Красноярский край;8;182841,9;41951,3;57694,8;0;1949,5;15542,6;5337,9;12463,5;47902,3;;;;;;
СФО;Красноярский край;9;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Красноярский край;10;255023;82134,9;56277,8;0;19148,2;20065,4;5,5;47358,8;30032,4;;;;;;
СФО;Красноярский край;11;16513,3;586,3;12397,1;0;198,7;0;0;1194,6;2136,6;;;;;;
СФО;Красноярский край;12;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Красноярский край;13;9233,6;67,6;6733;0;392,8;0;296,8;231,1;1512,3;;;;;;
СФО;Новосибирская область;3;1163,4;158;254,9;4;38,5;138,5;37;111,1;421,4;5981;3965,3;9076,7;0;203,8;15009,9
СФО;Новосибирская область;4;148,3;5,8;76,5;2;2;19,9;1;10;31,1;;;;;;
СФО;Новосибирская область;5;449073,5;98872,6;95830,7;1348,3;12424,2;44408,2;4789,5;32278,7;159121,3;;;;;;
СФО;Новосибирская область;6;16670;3170,4;3619,4;79,8;180;590,9;0;4449,5;4580;;;;;;
СФО;Новосибирская область;7;25266,9;2335;10704,7;585,4;508,2;1661,3;354;1882,8;7235,5;;;;;;
СФО;Новосибирская область;8;233935,6;33374,7;42224,5;1019,4;3430,8;23731,5;356,8;5901,3;123896,6;;;;;;
СФО;Новосибирская область;9;15,5;15,5;0;0;0;0;0;0;0;;;;;;
СФО;Новосибирская область;10;215122,4;65482,4;53606,2;328,9;8993,4;20676,7;4432,7;26377,4;35224,7;;;;;;
СФО;Новосибирская область;11;11788,4;420,6;3010,6;566,3;253,7;1501,5;0;348,6;5687,1;;;;;;
СФО;Новосибирская область;12;8,1;8,1;0;0;0;0;0;0;0;;;;;;
СФО;Новосибирская область;13;13470,4;1906,3;7694,1;19,1;254,5;159,8;354;1534,2;1548,4;;;;;;
СФО;Омская область;3;582,8;85,6;98,7;0;27;41,6;24,1;197,2;108,6;12972;634,1;9155,7;0;82,1;20538,6
СФО;Омская область;4;72,1;7,5;30,6;0;0;4,5;2;6,5;21;;;;;;
СФО;Омская область;5;189234,6;55307,2;33318,6;0;4258;12250,1;4875,2;42677,3;36548,2;;;;;;
СФО;Омская область;6;5411,3;230,4;3533,6;0;148,1;190;0;1036,4;272,8;;;;;;
СФО;Омская область;7;15065,3;2322,6;7017,5;0;0;777;367,6;1282,2;3298,4;;;;;;
СФО;Омская область;8;65318,5;16382,7;15979,4;0;467,7;3328,6;1318,3;12053,2;15788,6;;;;;;
СФО;Омская область;9;92,3;22;33;0;0;0;19,6;17,7;0;;;;;;
СФО;Омская область;10;123823,8;38902,5;17306,2;0;3790,3;8921,5;3537,3;30606,4;20759,6;;;;;;
СФО;Омская область;11;4776,2;78,8;4026;0;0;118,8;250,4;173,2;129;;;;;;
СФО;Омская область;12;0;0;0;0;0;0;0;0;0;;;;;;
СФО;Омская область;13;10289,1;2243,8;2991,5;0;0;658,2;117,2;1109;3169,4;;;;;;
СФО;Республика Алтай;3;45;5;5;0;1;7;5;15;7;25;0;714;0;0;714
СФО;Республика Алтай;4;7;0;0;0;0;0;0;3;4;;;;;;
СФО;Республика Алтай;5;12210,4;1965,3;706,4;0;103;1619;2096,8;4323,9;1396;;;;;;
СФО;Республика Алтай;6;7192,7;907,3;652,4;0;90;1320,4;0;3758,3;464,3;;;;;;
СФО;Республика Алтай;7;122,8;0;0;0;0;0;0;61,4;61,4;;;;;;
