FO_name;Subj_Name;Col_num;1;2;3;4
СЗФО;Санкт-Петербург;3;41;41;41;0
СЗФО;Санкт-Петербург;4;24;24;24;0
СЗФО;Санкт-Петербург;5;4849;2605;2605;0
СКФО;Кабардино-Балкарская Республика;3;0;0;0;0
СКФО;Кабардино-Балкарская Республика;4;0;0;0;0
СКФО;Кабардино-Балкарская Республика;5;0;0;0;0
СКФО;Карачаево-Черкесская Республика;3;0;0;0;0
СКФО;Карачаево-Черкесская Республика;4;0;0;0;0
СКФО;Карачаево-Черкесская Республика;5;0;0;0;0
СКФО;Республика Дагестан;3;0;0;0;0
СКФО;Республика Дагестан;4;0;0;0;0
СКФО;Республика Дагестан;5;0;0;0;0
СКФО;Республика Ингушетия;3;0;0;0;0
СКФО;Республика Ингушетия;4;0;0;0;0
СКФО;Республика Ингушетия;5;0;0;0;0
СКФО;Республика Северная Осетия — Алания;3;0;0;0;0
СКФО;Республика Северная Осетия — Алания;4;0;0;0;0
СКФО;Республика Северная Осетия — Алания;5;0;0;0;0
СКФО;Ставропольский край;3;0;0;0;0
СКФО;Ставропольский край;4;0;0;0;0
СКФО;Ставропольский край;5;2321;2321;0;0
СКФО;Чеченская Республика;3;0;0;0;0
СКФО;Чеченская Республика;4;0;0;0;0
СКФО;Чеченская Республика;5;0;0;0;0
СФО;Алтайский край;3;0;0;0;0
СФО;Алтайский край;4;41;41;0;0
СФО;Алтайский край;5;400;400;0;0
СФО;Иркутская область;3;118;118;0;0
СФО;Иркутская область;4;1412;1412;59;0
СФО;Иркутская область;5;171;171;106;0
СФО;Кемеровская область;3;181;181;171;0
СФО;Кемеровская область;4;254;40;0;0
СФО;Кемеровская область;5;2885;2885;716;0
СФО;Красноярский край;3;0;0;0;0
СФО;Красноярский край;4;81;81;0;0
СФО;Красноярский край;5;4393;4393;3249;0
СФО;Новосибирская область;3;0;0;0;0
СФО;Новосибирская область;4;246;246;0;0
СФО;Новосибирская область;5;1174;1174;1048;11
СФО;Омская область;3;0;0;0;0
СФО;Омская область;4;282;282;255;0
СФО;Омская область;5;2449;2449;2356;0
СФО;Республика Алтай;3;0;0;0;0
СФО;Республика Алтай;4;0;0;0;0
СФО;Республика Алтай;5;0;0;0;0
СФО;Республика Тыва;3;0;0;0;0
СФО;Республика Тыва;4;0;0;0;0
СФО;Республика Тыва;5;0;0;0;0
СФО;Республика Хакасия;3;0;0;0;0
СФО;Республика Хакасия;4;0;0;0;0
СФО;Республика Хакасия;5;152;152;152;0
СФО;Томская область;3;0;0;0;0
СФО;Томская область;4;0;0;0;0
СФО;Томская область;5;1146;1146;0;0
УФО;Курганская область;3;0;0;0;0
УФО;Курганская область;4;0;0;0;0
УФО;Курганская область;5;1453;1453;1453;0
УФО;Свердловская область;3;4271;4271;4147;0
УФО;Свердловская область;4;2799;2799;2799;2669
УФО;Свердловская область;5;1035;1035;1035;0
УФО;Тюменская область;3;1004;1004;12;0
УФО;Тюменская область;4;1694;1694;0;0
УФО;Тюменская область;5;1081;828;29;35
УФО;Ханты-Мансийский автономный округ — Югра;3;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;4;115;115;0;0
УФО;Ханты-Мансийский автономный округ — Югра;5;1123;1123;0;0
УФО;Челябинская область;3;0;0;0;0
УФО;Челябинская область;4;0;0;0;0
УФО;Челябинская область;5;1051;1051;1046;5
УФО;Ямало-Ненецкий автономный округ;3;0;0;0;0
УФО;Ямало-Ненецкий автономный округ;4;0;0;0;0
УФО;Ямало-Ненецкий автономный округ;5;0;0;0;0
ЦФО;Белгородская область;3;0;0;0;0
ЦФО;Белгородская область;4;0;0;0;0
ЦФО;Белгородская область;5;1448;1448;1448;0
ЦФО;Брянская область;3;0;0;0;0
ЦФО;Брянская область;4;765;765;765;0
ЦФО;Брянская область;5;485;485;485;0
ЦФО;Владимирская область;3;0;0;0;0
ЦФО;Владимирская область;4;0;0;0;0
ЦФО;Владимирская область;5;0;0;0;0
ЦФО;Воронежская область;3;0;0;0;0
ЦФО;Воронежская область;4;0;0;0;0
ЦФО;Воронежская область;5;718;514;514;0
ЦФО;Ивановская область;3;0;0;0;0
ЦФО;Ивановская область;4;0;0;0;0
ЦФО;Ивановская область;5;0;0;0;0
ЦФО;Калужская область;3;0;0;0;0
ЦФО;Калужская область;4;2815;2815;2815;0
ЦФО;Калужская область;5;1827;1812;0;0
ЦФО;Костромская область;3;0;0;0;0
ЦФО;Костромская область;4;0;0;0;0
ЦФО;Костромская область;5;0;0;0;0
ЦФО;Курская область;3;0;0;0;0
ЦФО;Курская область;4;0;0;0;0
ЦФО;Курская область;5;0;0;0;0
ЦФО;Липецкая область;3;0;0;0;0
ЦФО;Липецкая область;4;0;0;0;0
ЦФО;Липецкая область;5;157;157;0;0
ЦФО;Москва;3;9503;9503;0;0
ЦФО;Москва;4;0;0;0;0
ЦФО;Москва;5;1606;1606;630;0
ЦФО;Московская область;3;5;5;5;0
ЦФО;Московская область;4;3417;3417;2677;0
ЦФО;Московская область;5;6168;6167;6022;0
ЦФО;Орловская область;3;0;0;0;0
ЦФО;Орловская область;4;0;0;0;0
ЦФО;Орловская область;5;466;466;95;371
ЦФО;Рязанская область;3;0;0;0;0
ЦФО;Рязанская область;4;0;0;0;0
ЦФО;Рязанская область;5;0;0;0;0
ЦФО;Смоленская область;3;0;0;0;0
ЦФО;Смоленская область;4;0;0;0;0
ЦФО;Смоленская область;5;0;0;0;0
ЦФО;Тамбовская область;3;0;0;0;0
ЦФО;Тамбовская область;4;0;0;0;0
ЦФО;Тамбовская область;5;200;200;0;0
ЦФО;Тверская область;3;0;0;0;0
ЦФО;Тверская область;4;0;0;0;0
ЦФО;Тверская область;5;2908;2908;340;0
ЦФО;Тульская область;3;0;0;0;0
ЦФО;Тульская область;4;109;109;109;0
ЦФО;Тульская область;5;10;10;10;0
ЦФО;Ярославская область;3;0;0;0;0
ЦФО;Ярославская область;4;0;0;0;0
ЦФО;Ярославская область;5;1845;1845;1720;0
ЮФО;Астраханская область;3;0;0;0;0
ЮФО;Астраханская область;4;0;0;0;0
ЮФО;Астраханская область;5;527;527;211;0
ЮФО;Волгоградская область;3;0;0;0;0
ЮФО;Волгоградская область;4;0;0;0;0
ЮФО;Волгоградская область;5;0;0;0;0
ЮФО;Краснодарский край;3;3;3;0;3
ЮФО;Краснодарский край;4;1486;1486;0;0
ЮФО;Краснодарский край;5;5722;5722;16;3
ЮФО;Республика Адыгея;3;0;0;0;0
ЮФО;Республика Адыгея;4;0;0;0;0
ЮФО;Республика Адыгея;5;103;103;103;0
ЮФО;Республика Калмыкия;3;0;0;0;0
ЮФО;Республика Калмыкия;4;0;0;0;0
ЮФО;Республика Калмыкия;5;22;22;22;0
ЮФО;Республика Крым;3;0;0;0;0
ЮФО;Республика Крым;4;0;0;0;0
ЮФО;Республика Крым;5;683;683;63;0
ЮФО;Ростовская область;3;0;0;0;0
ЮФО;Ростовская область;4;306;176;0;0
ЮФО;Ростовская область;5;983;983;0;0
ЮФО;Севастополь;3;0;0;0;0
ЮФО;Севастополь;4;0;0;0;0
ЮФО;Севастополь;5;0;0;0;0
