FO_name;Subj_Name;Col_num;1;2;3;4
ПФО;Республика Татарстан;3;12;3;0;6
ПФО;Республика Татарстан;4;3;3;3;0
ПФО;Республика Татарстан;5;15;9;9;6
ПФО;Республика Татарстан;6;6;6;12;3
ПФО;Республика Татарстан;7;57;51;30;12
ПФО;Республика Татарстан;8;36;27;6;9
ПФО;Республика Татарстан;9;18;18;6;6
ПФО;Самарская область;3;9;3;3;3
ПФО;Самарская область;4;12;12;3;3
ПФО;Самарская область;5;21;18;15;6
ПФО;Самарская область;6;33;21;18;30
ПФО;Самарская область;7;174;141;117;81
ПФО;Самарская область;8;102;93;54;27
ПФО;Самарская область;9;36;21;18;18
ПФО;Саратовская область;3;0;0;0;0
ПФО;Саратовская область;4;0;0;0;0
ПФО;Саратовская область;5;3;0;3;3
ПФО;Саратовская область;6;12;9;6;3
ПФО;Саратовская область;7;12;9;6;12
ПФО;Саратовская область;8;21;15;12;6
ПФО;Саратовская область;9;0;0;0;0
ПФО;Удмуртская Республика;3;0;0;0;0
ПФО;Удмуртская Республика;4;0;0;0;0
ПФО;Удмуртская Республика;5;0;0;0;0
ПФО;Удмуртская Республика;6;0;0;3;0
ПФО;Удмуртская Республика;7;21;21;9;3
ПФО;Удмуртская Республика;8;15;12;12;9
ПФО;Удмуртская Республика;9;3;3;0;3
ПФО;Ульяновская область;3;3;0;3;6
ПФО;Ульяновская область;4;3;3;3;3
ПФО;Ульяновская область;5;3;3;0;0
ПФО;Ульяновская область;6;6;6;0;0
ПФО;Ульяновская область;7;21;21;12;9
ПФО;Ульяновская область;8;33;21;12;6
ПФО;Ульяновская область;9;3;0;0;0
ПФО;Чувашская Республика — Чувашия;3;0;0;0;0
ПФО;Чувашская Республика — Чувашия;4;0;3;0;0
ПФО;Чувашская Республика — Чувашия;5;0;0;3;3
ПФО;Чувашская Республика — Чувашия;6;0;0;0;0
ПФО;Чувашская Республика — Чувашия;7;9;9;12;15
ПФО;Чувашская Республика — Чувашия;8;21;18;9;6
ПФО;Чувашская Республика — Чувашия;9;3;3;3;3
СЗФО;Архангельская область;3;3;0;3;3
СЗФО;Архангельская область;4;6;3;0;0
СЗФО;Архангельская область;5;0;0;0;0
СЗФО;Архангельская область;6;0;0;0;0
СЗФО;Архангельская область;7;18;12;15;9
СЗФО;Архангельская область;8;6;6;3;3
СЗФО;Архангельская область;9;0;0;0;0
СЗФО;Вологодская область;3;3;3;3;3
СЗФО;Вологодская область;4;3;3;3;3
СЗФО;Вологодская область;5;0;0;0;0
СЗФО;Вологодская область;6;6;6;3;3
СЗФО;Вологодская область;7;48;33;27;24
СЗФО;Вологодская область;8;21;21;18;9
СЗФО;Вологодская область;9;0;0;0;0
СЗФО;Калининградская область;3;6;6;0;0
СЗФО;Калининградская область;4;3;3;0;0
СЗФО;Калининградская область;5;6;0;6;6
СЗФО;Калининградская область;6;3;0;6;9
СЗФО;Калининградская область;7;36;27;24;15
СЗФО;Калининградская область;8;45;30;30;18
СЗФО;Калининградская область;9;6;3;3;3
СЗФО;Ленинградская область;3;0;0;0;0
СЗФО;Ленинградская область;4;0;0;0;0
СЗФО;Ленинградская область;5;3;0;0;3
СЗФО;Ленинградская область;6;0;0;0;0
СЗФО;Ленинградская область;7;0;0;3;3
СЗФО;Ленинградская область;8;3;3;0;0
СЗФО;Ленинградская область;9;0;0;0;0
СЗФО;Мурманская область;3;0;0;0;0
СЗФО;Мурманская область;4;0;0;0;0
СЗФО;Мурманская область;5;0;0;0;0
СЗФО;Мурманская область;6;0;0;0;0
СЗФО;Мурманская область;7;9;9;6;6
СЗФО;Мурманская область;8;12;12;6;3
СЗФО;Мурманская область;9;0;0;0;0
СЗФО;Ненецкий автономный округ;3;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0
СЗФО;Ненецкий автономный округ;5;0;0;0;0
СЗФО;Ненецкий автономный округ;6;0;0;0;0
СЗФО;Ненецкий автономный округ;7;0;0;0;0
СЗФО;Ненецкий автономный округ;8;0;0;0;0
СЗФО;Ненецкий автономный округ;9;0;0;0;0
СЗФО;Новгородская область;3;0;0;0;0
СЗФО;Новгородская область;4;0;0;0;0
СЗФО;Новгородская область;5;0;0;0;0
СЗФО;Новгородская область;6;0;0;3;0
СЗФО;Новгородская область;7;18;12;12;6
СЗФО;Новгородская область;8;12;9;9;6
СЗФО;Новгородская область;9;0;0;0;0
СЗФО;Псковская область;3;0;0;0;0
СЗФО;Псковская область;4;0;0;0;0
СЗФО;Псковская область;5;0;0;0;0
СЗФО;Псковская область;6;0;0;3;3
СЗФО;Псковская область;7;9;9;12;6
СЗФО;Псковская область;8;9;9;0;0
СЗФО;Псковская область;9;0;0;0;0
СЗФО;Республика Карелия;3;0;0;0;0
СЗФО;Республика Карелия;4;3;0;3;0
СЗФО;Республика Карелия;5;0;0;0;0
СЗФО;Республика Карелия;6;0;0;0;3
СЗФО;Республика Карелия;7;27;24;21;9
СЗФО;Республика Карелия;8;12;12;3;0
СЗФО;Республика Карелия;9;0;0;0;0
СЗФО;Республика Коми;3;0;0;0;0
СЗФО;Республика Коми;4;3;3;3;0
СЗФО;Республика Коми;5;0;0;0;0
СЗФО;Республика Коми;6;9;9;6;6
СЗФО;Республика Коми;7;18;18;12;9
СЗФО;Республика Коми;8;9;9;9;6
СЗФО;Республика Коми;9;6;6;3;3
СЗФО;Санкт-Петербург;3;6;6;6;6
СЗФО;Санкт-Петербург;4;0;0;0;3
СЗФО;Санкт-Петербург;5;3;6;3;0
СЗФО;Санкт-Петербург;6;3;0;3;0
СЗФО;Санкт-Петербург;7;63;57;60;33
СЗФО;Санкт-Петербург;8;63;60;36;21
СЗФО;Санкт-Петербург;9;9;6;3;3
СКФО;Кабардино-Балкарская Республика;3;6;3;0;0
СКФО;Кабардино-Балкарская Республика;4;3;0;6;6
СКФО;Кабардино-Балкарская Республика;5;21;15;9;9
СКФО;Кабардино-Балкарская Республика;6;6;3;6;6
СКФО;Кабардино-Балкарская Республика;7;18;15;18;12
СКФО;Кабардино-Балкарская Республика;8;24;21;15;15
СКФО;Кабардино-Балкарская Республика;9;0;0;0;0
СКФО;Карачаево-Черкесская Республика;3;0;0;0;0
СКФО;Карачаево-Черкесская Республика;4;0;0;0;0
СКФО;Карачаево-Черкесская Республика;5;0;0;0;0
СКФО;Карачаево-Черкесская Республика;6;0;0;0;0
СКФО;Карачаево-Черкесская Республика;7;0;0;0;0
СКФО;Карачаево-Черкесская Республика;8;3;3;0;0
СКФО;Карачаево-Черкесская Республика;9;0;0;0;0
СКФО;Республика Дагестан;3;0;0;0;0
СКФО;Республика Дагестан;4;0;0;0;0
СКФО;Республика Дагестан;5;0;0;0;0
СКФО;Республика Дагестан;6;0;0;0;0
СКФО;Республика Дагестан;7;0;0;0;0
СКФО;Республика Дагестан;8;9;9;6;6
СКФО;Республика Дагестан;9;0;0;0;0
СКФО;Республика Ингушетия;3;0;0;0;0
СКФО;Республика Ингушетия;4;0;0;0;0
СКФО;Республика Ингушетия;5;0;0;0;0
СКФО;Республика Ингушетия;6;0;0;0;0
СКФО;Республика Ингушетия;7;3;3;3;3
СКФО;Республика Ингушетия;8;0;0;0;0
СКФО;Республика Ингушетия;9;0;0;0;0
СКФО;Республика Северная Осетия — Алания;3;0;0;0;0
СКФО;Республика Северная Осетия — Алания;4;0;0;0;0
СКФО;Республика Северная Осетия — Алания;5;0;0;0;0
СКФО;Республика Северная Осетия — Алания;6;0;0;0;0
СКФО;Республика Северная Осетия — Алания;7;0;0;0;0
СКФО;Республика Северная Осетия — Алания;8;3;3;0;0
СКФО;Республика Северная Осетия — Алания;9;3;3;3;3
СКФО;Ставропольский край;3;6;0;0;0
СКФО;Ставропольский край;4;0;0;0;0
СКФО;Ставропольский край;5;3;3;6;9
СКФО;Ставропольский край;6;6;6;0;3
СКФО;Ставропольский край;7;33;30;21;18
СКФО;Ставропольский край;8;9;6;6;9
СКФО;Ставропольский край;9;0;0;0;0
СКФО;Чеченская Республика;3;0;0;0;0
СКФО;Чеченская Республика;4;0;0;0;0
СКФО;Чеченская Республика;5;0;0;0;0
СКФО;Чеченская Республика;6;0;0;0;0
СКФО;Чеченская Республика;7;3;3;0;0
СКФО;Чеченская Республика;8;0;0;0;0
СКФО;Чеченская Республика;9;0;0;0;0
СФО;Алтайский край;3;0;0;0;0
СФО;Алтайский край;4;0;0;0;0
СФО;Алтайский край;5;6;3;3;0
СФО;Алтайский край;6;0;0;0;0
СФО;Алтайский край;7;6;6;9;9
СФО;Алтайский край;8;9;9;6;3
СФО;Алтайский край;9;0;0;0;0
СФО;Иркутская область;3;0;0;0;0
СФО;Иркутская область;4;3;3;0;0
СФО;Иркутская область;5;0;0;3;3
СФО;Иркутская область;6;3;0;3;0
СФО;Иркутская область;7;6;3;3;0
СФО;Иркутская область;8;12;12;3;6
СФО;Иркутская область;9;0;0;0;0
СФО;Кемеровская область;3;0;0;0;0
СФО;Кемеровская область;4;0;0;0;0
СФО;Кемеровская область;5;0;0;0;0
СФО;Кемеровская область;6;3;3;0;3
СФО;Кемеровская область;7;6;6;6;6
СФО;Кемеровская область;8;21;21;18;6
СФО;Кемеровская область;9;9;6;3;3
СФО;Красноярский край;3;0;0;0;0
СФО;Красноярский край;4;0;0;0;0
СФО;Красноярский край;5;0;0;0;0
СФО;Красноярский край;6;9;9;12;6
СФО;Красноярский край;7;27;27;15;12
СФО;Красноярский край;8;21;12;9;9
СФО;Красноярский край;9;0;0;0;0
СФО;Новосибирская область;3;0;3;0;0
СФО;Новосибирская область;4;15;12;9;9
СФО;Новосибирская область;5;6;3;3;6
СФО;Новосибирская область;6;3;3;6;9
СФО;Новосибирская область;7;93;75;60;21
СФО;Новосибирская область;8;72;63;48;30
СФО;Новосибирская область;9;3;0;0;3
СФО;Омская область;3;3;3;0;0
СФО;Омская область;4;3;0;0;3
СФО;Омская область;5;12;3;6;6
СФО;Омская область;6;3;3;12;9
СФО;Омская область;7;39;39;18;9
СФО;Омская область;8;42;27;39;24
СФО;Омская область;9;18;12;9;15
СФО;Республика Алтай;3;0;0;0;0
СФО;Республика Алтай;4;0;0;0;0
СФО;Республика Алтай;5;0;0;3;3
СФО;Республика Алтай;6;3;3;0;0
СФО;Республика Алтай;7;6;3;6;3
СФО;Республика Алтай;8;0;0;0;0
СФО;Республика Алтай;9;0;0;0;0
СФО;Республика Тыва;3;0;0;0;0
СФО;Республика Тыва;4;0;0;3;0
СФО;Республика Тыва;5;0;0;0;0
СФО;Республика Тыва;6;0;0;0;0
СФО;Республика Тыва;7;3;3;0;0
СФО;Республика Тыва;8;0;0;0;0
СФО;Республика Тыва;9;0;0;0;0
СФО;Республика Хакасия;3;0;0;0;0
СФО;Республика Хакасия;4;6;3;3;3
СФО;Республика Хакасия;5;0;0;0;0
СФО;Республика Хакасия;6;3;3;3;6
СФО;Республика Хакасия;7;18;15;21;12
СФО;Республика Хакасия;8;12;15;9;9
СФО;Республика Хакасия;9;3;0;0;3
СФО;Томская область;3;0;0;0;0
СФО;Томская область;4;0;0;0;0
СФО;Томская область;5;0;0;0;0
СФО;Томская область;6;0;0;0;0
СФО;Томская область;7;6;9;6;3
СФО;Томская область;8;6;3;0;3
СФО;Томская область;9;0;0;0;0
УФО;Курганская область;3;0;0;3;0
УФО;Курганская область;4;3;0;3;0
УФО;Курганская область;5;6;6;3;3
УФО;Курганская область;6;9;6;6;0
УФО;Курганская область;7;24;12;12;0
УФО;Курганская область;8;9;9;9;6
УФО;Курганская область;9;3;3;3;3
УФО;Свердловская область;3;3;3;3;3
УФО;Свердловская область;4;3;3;3;3
УФО;Свердловская область;5;3;3;0;0
УФО;Свердловская область;6;0;0;0;0
УФО;Свердловская область;7;21;18;9;9
УФО;Свердловская область;8;15;15;12;6
УФО;Свердловская область;9;3;0;0;0
УФО;Тюменская область;3;3;0;3;3
УФО;Тюменская область;4;6;3;0;0
УФО;Тюменская область;5;6;6;0;0
УФО;Тюменская область;6;9;6;6;6
УФО;Тюменская область;7;51;51;36;33
УФО;Тюменская область;8;51;36;36;30
УФО;Тюменская область;9;18;12;12;12
УФО;Ханты-Мансийский автономный округ — Югра;3;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;4;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;5;6;0;6;0
УФО;Ханты-Мансийский автономный округ — Югра;6;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;7;21;15;12;15
УФО;Ханты-Мансийский автономный округ — Югра;8;6;3;6;3
УФО;Ханты-Мансийский автономный округ — Югра;9;6;6;3;3
УФО;Челябинская область;3;3;6;3;3
УФО;Челябинская область;4;18;18;6;9
УФО;Челябинская область;5;15;12;12;18
УФО;Челябинская область;6;18;12;15;15
УФО;Челябинская область;7;114;81;63;39
УФО;Челябинская область;8;75;60;48;24
УФО;Челябинская область;9;12;9;3;3
УФО;Ямало-Ненецкий автономный округ;3;3;3;3;0
УФО;Ямало-Ненецкий автономный округ;4;0;0;0;0
УФО;Ямало-Ненецкий автономный округ;5;6;0;6;0
УФО;Ямало-Ненецкий автономный округ;6;0;0;6;3
УФО;Ямало-Ненецкий автономный округ;7;36;21;12;15
УФО;Ямало-Ненецкий автономный округ;8;3;3;0;0
УФО;Ямало-Ненецкий автономный округ;9;9;9;6;6
ЦФО;Белгородская область;3;0;0;0;0
ЦФО;Белгородская область;4;3;3;3;3
ЦФО;Белгородская область;5;0;0;0;0
ЦФО;Белгородская область;6;3;0;0;3
ЦФО;Белгородская область;7;3;3;0;0
ЦФО;Белгородская область;8;6;3;6;0
ЦФО;Белгородская область;9;0;0;0;0
ЦФО;Брянская область;3;0;0;0;0
ЦФО;Брянская область;4;0;0;0;0
ЦФО;Брянская область;5;0;0;0;0
ЦФО;Брянская область;6;0;0;0;0
ЦФО;Брянская область;7;24;21;18;12
ЦФО;Брянская область;8;30;27;18;6
ЦФО;Брянская область;9;6;3;6;3
ЦФО;Владимирская область;3;0;0;0;0
ЦФО;Владимирская область;4;0;0;0;0
ЦФО;Владимирская область;5;0;0;0;0
ЦФО;Владимирская область;6;0;3;0;0
ЦФО;Владимирская область;7;0;0;0;0
ЦФО;Владимирская область;8;9;6;3;0
ЦФО;Владимирская область;9;3;3;3;3
ЦФО;Воронежская область;3;0;0;0;0
ЦФО;Воронежская область;4;0;0;3;3
ЦФО;Воронежская область;5;0;0;0;0
ЦФО;Воронежская область;6;3;0;6;6
ЦФО;Воронежская область;7;9;9;6;6
ЦФО;Воронежская область;8;18;18;9;9
ЦФО;Воронежская область;9;0;0;0;0
ЦФО;Ивановская область;3;0;0;0;0
ЦФО;Ивановская область;4;3;3;0;0
ЦФО;Ивановская область;5;0;0;0;0
ЦФО;Ивановская область;6;0;0;0;0
ЦФО;Ивановская область;7;0;0;0;0
ЦФО;Ивановская область;8;3;3;0;0
ЦФО;Ивановская область;9;0;0;0;0
ЦФО;Калужская область;3;6;6;3;0
ЦФО;Калужская область;4;0;0;0;0
ЦФО;Калужская область;5;0;0;0;0
ЦФО;Калужская область;6;0;0;0;0
ЦФО;Калужская область;7;18;21;27;18
ЦФО;Калужская область;8;24;24;9;6
ЦФО;Калужская область;9;12;9;9;6
ЦФО;Костромская область;3;0;0;0;0
ЦФО;Костромская область;4;3;3;3;3
ЦФО;Костромская область;5;9;9;9;3
ЦФО;Костромская область;6;0;0;0;0
ЦФО;Костромская область;7;15;15;9;3
ЦФО;Костромская область;8;3;3;0;0
ЦФО;Костромская область;9;0;0;0;0
ЦФО;Курская область;3;0;0;0;0
ЦФО;Курская область;4;0;0;0;0
ЦФО;Курская область;5;6;3;3;6
ЦФО;Курская область;6;0;3;0;0
ЦФО;Курская область;7;15;12;9;6
ЦФО;Курская область;8;21;18;15;6
ЦФО;Курская область;9;0;0;0;0
ЦФО;Липецкая область;3;0;0;0;0
ЦФО;Липецкая область;4;3;0;3;0
ЦФО;Липецкая область;5;3;3;0;0
ЦФО;Липецкая область;6;0;0;0;0
ЦФО;Липецкая область;7;6;6;6;6
ЦФО;Липецкая область;8;12;12;6;3
ЦФО;Липецкая область;9;3;3;3;0
ЦФО;Москва;3;3;3;0;0
ЦФО;Москва;4;3;6;12;9
ЦФО;Москва;5;6;6;0;0
ЦФО;Москва;6;3;3;9;9
ЦФО;Москва;7;69;63;69;54
ЦФО;Москва;8;117;108;54;36
ЦФО;Москва;9;45;36;30;21
ЦФО;Московская область;3;9;6;6;3
ЦФО;Московская область;4;15;12;12;6
ЦФО;Московская область;5;6;6;3;3
ЦФО;Московская область;6;18;12;9;9
ЦФО;Московская область;7;99;87;81;48
ЦФО;Московская область;8;105;78;69;36
ЦФО;Московская область;9;15;15;6;6
ЦФО;Орловская область;3;3;3;0;0
ЦФО;Орловская область;4;3;3;3;3
ЦФО;Орловская область;5;0;0;0;0
ЦФО;Орловская область;6;0;0;3;0
ЦФО;Орловская область;7;12;12;0;0
ЦФО;Орловская область;8;6;6;0;0
ЦФО;Орловская область;9;3;3;3;3
ЦФО;Рязанская область;3;0;0;0;0
ЦФО;Рязанская область;4;0;0;3;3
ЦФО;Рязанская область;5;3;3;0;0
ЦФО;Рязанская область;6;0;0;0;0
ЦФО;Рязанская область;7;15;12;9;9
ЦФО;Рязанская область;8;6;6;3;0
ЦФО;Рязанская область;9;0;0;0;0
ЦФО;Смоленская область;3;0;0;0;0
ЦФО;Смоленская область;4;0;0;0;0
ЦФО;Смоленская область;5;0;0;0;0
ЦФО;Смоленская область;6;3;3;3;6
ЦФО;Смоленская область;7;0;3;0;0
ЦФО;Смоленская область;8;3;0;3;0
ЦФО;Смоленская область;9;0;0;0;0
ЦФО;Тамбовская область;3;6;6;6;6
ЦФО;Тамбовская область;4;0;0;0;3
ЦФО;Тамбовская область;5;0;0;3;0
ЦФО;Тамбовская область;6;9;9;3;6
ЦФО;Тамбовская область;7;12;3;9;6
ЦФО;Тамбовская область;8;18;15;18;6
ЦФО;Тамбовская область;9;3;3;0;0
ЦФО;Тверская область;3;0;0;0;0
ЦФО;Тверская область;4;0;0;0;0
ЦФО;Тверская область;5;0;0;0;0
ЦФО;Тверская область;6;3;3;0;0
ЦФО;Тверская область;7;12;9;12;12
ЦФО;Тверская область;8;15;15;9;6
ЦФО;Тверская область;9;0;0;0;0
ЦФО;Тульская область;3;0;0;0;0
ЦФО;Тульская область;4;0;0;0;0
ЦФО;Тульская область;5;0;0;0;0
ЦФО;Тульская область;6;3;3;0;0
ЦФО;Тульская область;7;3;3;3;3
ЦФО;Тульская область;8;0;0;0;0
ЦФО;Тульская область;9;3;3;3;3
ЦФО;Ярославская область;3;0;0;0;0
ЦФО;Ярославская область;4;6;3;3;0
ЦФО;Ярославская область;5;0;0;0;3
ЦФО;Ярославская область;6;9;9;9;6
ЦФО;Ярославская область;7;21;21;12;12
ЦФО;Ярославская область;8;12;9;9;3
ЦФО;Ярославская область;9;6;6;3;3
ЮФО;Астраханская область;3;0;0;3;0
ЮФО;Астраханская область;4;0;0;0;0
ЮФО;Астраханская область;5;3;6;0;0
ЮФО;Астраханская область;6;0;0;0;3
ЮФО;Астраханская область;7;36;30;9;3
ЮФО;Астраханская область;8;15;12;9;6
ЮФО;Астраханская область;9;9;3;6;6
ЮФО;Волгоградская область;3;0;0;3;3
ЮФО;Волгоградская область;4;9;9;3;0
ЮФО;Волгоградская область;5;3;3;0;0
ЮФО;Волгоградская область;6;6;0;6;0
ЮФО;Волгоградская область;7;30;24;21;9
ЮФО;Волгоградская область;8;24;21;9;9
ЮФО;Волгоградская область;9;6;3;0;0
ЮФО;Краснодарский край;3;6;6;3;9
ЮФО;Краснодарский край;4;12;18;12;12
ЮФО;Краснодарский край;5;42;30;24;21
ЮФО;Краснодарский край;6;27;24;12;21
ЮФО;Краснодарский край;7;144;108;99;72
ЮФО;Краснодарский край;8;57;39;21;15
ЮФО;Краснодарский край;9;30;27;15;6
ЮФО;Республика Адыгея;3;0;0;3;3
ЮФО;Республика Адыгея;4;9;3;0;3
ЮФО;Республика Адыгея;5;0;0;0;0
ЮФО;Республика Адыгея;6;3;3;0;3
ЮФО;Республика Адыгея;7;3;3;0;0
ЮФО;Республика Адыгея;8;9;6;3;3
ЮФО;Республика Адыгея;9;0;0;0;0
ЮФО;Республика Калмыкия;3;0;0;3;0
ЮФО;Республика Калмыкия;4;0;0;0;0
ЮФО;Республика Калмыкия;5;0;0;0;0
ЮФО;Республика Калмыкия;6;0;0;0;0
ЮФО;Республика Калмыкия;7;6;6;0;0
ЮФО;Республика Калмыкия;8;3;0;0;0
ЮФО;Республика Калмыкия;9;0;0;0;0
ЮФО;Республика Крым;3;0;3;0;0
ЮФО;Республика Крым;4;3;3;0;0
ЮФО;Республика Крым;5;6;6;3;3
ЮФО;Республика Крым;6;3;0;3;0
ЮФО;Республика Крым;7;27;24;21;15
ЮФО;Республика Крым;8;24;18;12;6
ЮФО;Республика Крым;9;6;3;3;3
ЮФО;Ростовская область;3;6;3;0;3
ЮФО;Ростовская область;4;3;6;0;0
ЮФО;Ростовская область;5;12;9;15;6
ЮФО;Ростовская область;6;12;12;12;15
ЮФО;Ростовская область;7;78;57;54;36
ЮФО;Ростовская область;8;42;39;30;30
ЮФО;Ростовская область;9;18;15;15;6
ЮФО;Севастополь;3;0;0;0;0
ЮФО;Севастополь;4;0;0;0;0
ЮФО;Севастополь;5;0;0;0;0
ЮФО;Севастополь;6;0;0;0;0
ЮФО;Севастополь;7;0;0;0;0
