FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11
ПФО;Пермский край;6;56152;0;0;0;0;0;0;0;0;0;0
ПФО;Пермский край;7;50629;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Башкортостан;3;3132;2976;2878;136;2;1;3;3070;16;0;46
ПФО;Республика Башкортостан;4;1923;1704;1434;122;0;0;0;1923;0;0;0
ПФО;Республика Башкортостан;5;88600;42534;7029;26377;146;199;13130;81499;170;0;6931
ПФО;Республика Башкортостан;6;72946;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Башкортостан;7;71723;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Марий Эл;3;480;446;238;20;10;0;0;480;0;0;0
ПФО;Республика Марий Эл;4;4333;1799;30;1502;10;826;166;4333;0;0;0
ПФО;Республика Марий Эл;5;16803;6023;1321;5169;50;1827;97;16061;0;6;736
ПФО;Республика Марий Эл;6;2869;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Марий Эл;7;2615;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Мордовия;3;1038;311;249;217;195;348;141;804;35;16;183
ПФО;Республика Мордовия;4;47;47;0;0;0;0;0;47;0;0;0
ПФО;Республика Мордовия;5;53785;15357;3431;16750;1559;6116;14521;53261;35;16;473
ПФО;Республика Мордовия;6;6941;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Мордовия;7;6889;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Татарстан;3;193439;2249;207;54088;240;2;25520;78632;24;216;114567
ПФО;Республика Татарстан;4;712;482;458;42;38;0;188;712;0;0;0
ПФО;Республика Татарстан;5;604628;135880;5369;88793;14114;12311;248936;485155;1095;222;118156
ПФО;Республика Татарстан;6;278453;0;0;0;0;0;0;0;0;0;0
ПФО;Республика Татарстан;7;18147;0;0;0;0;0;0;0;0;0;0
ПФО;Самарская область;3;38525;1236;659;781;677;0;66;37247;225;107;946
ПФО;Самарская область;4;34116;4126;3859;475;462;381;1704;33908;73;135;0
ПФО;Самарская область;5;115265;20928;10637;50472;45196;22613;6337;109808;1601;258;3598
ПФО;Самарская область;6;35542;0;0;0;0;0;0;0;0;0;0
ПФО;Самарская область;7;34046;0;0;0;0;0;0;0;0;0;0
ПФО;Саратовская область;3;916;355;310;471;360;0;0;375;6;0;535
ПФО;Саратовская область;4;136;48;0;86;0;0;0;2;0;0;134
ПФО;Саратовская область;5;4345;2889;300;907;350;0;231;2992;0;0;1353
ПФО;Саратовская область;6;3497;0;0;0;0;0;0;0;0;0;0
ПФО;Саратовская область;7;3260;0;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;3;1239;889;197;338;0;0;0;1225;7;0;7
ПФО;Удмуртская Республика;4;155;155;155;0;0;0;0;154;0;0;1
ПФО;Удмуртская Республика;5;76108;53736;7048;16079;0;0;0;47411;581;0;28116
ПФО;Удмуртская Республика;6;5227;0;0;0;0;0;0;0;0;0;0
ПФО;Удмуртская Республика;7;2611;0;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;3;4540;4246;291;254;249;0;0;4532;2;0;6
ПФО;Ульяновская область;4;4033;3933;75;100;98;0;0;4033;0;0;0
ПФО;Ульяновская область;5;2025;1520;408;503;425;0;0;1980;2;0;43
ПФО;Ульяновская область;6;1003;0;0;0;0;0;0;0;0;0;0
ПФО;Ульяновская область;7;1003;0;0;0;0;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;3;1517;571;32;482;40;0;277;1337;0;0;180
ПФО;Чувашская Республика — Чувашия;4;375;349;349;21;21;1;0;375;0;0;0
ПФО;Чувашская Республика — Чувашия;5;166791;30116;5224;10967;1923;15319;54715;160186;71;0;6534
ПФО;Чувашская Республика — Чувашия;6;19618;0;0;0;0;0;0;0;0;0;0
ПФО;Чувашская Республика — Чувашия;7;15291;0;0;0;0;0;0;0;0;0;0
СЗФО;Архангельская область;3;2439;1069;566;693;595;0;0;2408;6;0;25
СЗФО;Архангельская область;4;1074;875;200;161;65;0;0;1074;0;0;0
СЗФО;Архангельская область;5;67668;14750;4336;368;231;0;0;66598;9;0;1061
СЗФО;Архангельская область;6;73706;0;0;0;0;0;0;0;0;0;0
СЗФО;Архангельская область;7;3004;0;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;3;3353;1352;1076;362;110;0;0;1830;31;0;1492
СЗФО;Вологодская область;4;463;224;32;22;22;0;0;236;0;0;227
СЗФО;Вологодская область;5;55127;11986;9955;11143;8260;14252;3771;42200;81;52;12794
СЗФО;Вологодская область;6;7355;0;0;0;0;0;0;0;0;0;0
СЗФО;Вологодская область;7;3658;0;0;0;0;0;0;0;0;0;0
СЗФО;Калининградская область;3;5901;539;476;2643;2631;0;0;5811;0;0;90
СЗФО;Калининградская область;4;3012;342;339;2631;2630;0;0;3012;0;0;0
СЗФО;Калининградская область;5;15862;4653;2648;1039;505;730;166;15588;0;0;274
СЗФО;Калининградская область;6;3823;0;0;0;0;0;0;0;0;0;0
СЗФО;Калининградская область;7;974;0;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;3;322;0;0;179;0;0;143;260;0;0;62
СЗФО;Ленинградская область;4;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;5;64455;0;0;45332;0;0;19123;64393;0;0;62
СЗФО;Ленинградская область;6;11075;0;0;0;0;0;0;0;0;0;0
СЗФО;Ленинградская область;7;9075;0;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;3;1357;295;290;297;0;10;0;1353;0;0;4
СЗФО;Мурманская область;4;32;32;0;0;0;0;0;32;0;0;0
СЗФО;Мурманская область;5;22193;7102;936;7116;36;818;4250;22043;18;0;132
СЗФО;Мурманская область;6;5076;0;0;0;0;0;0;0;0;0;0
СЗФО;Мурманская область;7;4920;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;3;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;5;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;6;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;7;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;3;964;114;39;516;5;0;179;308;0;0;656
СЗФО;Новгородская область;4;185;36;36;6;6;0;8;0;7;0;178
СЗФО;Новгородская область;5;112225;15492;4785;6632;253;23843;61184;109340;113;20;2752
СЗФО;Новгородская область;6;24609;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;7;18535;0;0;0;0;0;0;0;0;0;0
СЗФО;Псковская область;3;193;40;0;23;0;4;100;166;0;0;27
СЗФО;Псковская область;4;636;0;0;624;0;0;0;624;0;0;12
СЗФО;Псковская область;5;88291;2590;51;22316;0;8220;55165;87502;330;0;459
СЗФО;Псковская область;6;98;0;0;0;0;0;0;0;0;0;0
СЗФО;Псковская область;7;89;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Карелия;3;5281;5160;5051;94;62;0;0;5184;24;0;73
СЗФО;Республика Карелия;4;4252;4228;4228;0;0;0;0;4252;0;0;0
СЗФО;Республика Карелия;5;27688;10455;1282;14344;1197;681;233;24910;244;0;2534
СЗФО;Республика Карелия;6;5652;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Карелия;7;1463;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Коми;3;2143;693;436;279;135;28;556;1982;70;30;61
СЗФО;Республика Коми;4;887;671;646;145;120;30;41;837;15;15;20
СЗФО;Республика Коми;5;37180;18712;15543;310;130;2560;1093;34634;85;30;2431
СЗФО;Республика Коми;6;21454;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Коми;7;13460;0;0;0;0;0;0;0;0;0;0
СЗФО;Санкт-Петербург;3;10617;2735;1697;6335;5087;6;190;8159;92;0;2366
СЗФО;Санкт-Петербург;4;6772;1220;101;1870;1347;1178;112;6730;0;0;42
СЗФО;Санкт-Петербург;5;294102;102695;76181;109443;19066;36395;31473;289247;1120;0;3735
СЗФО;Санкт-Петербург;6;28547;0;0;0;0;0;0;0;0;0;0
СЗФО;Санкт-Петербург;7;21533;0;0;0;0;0;0;0;0;0;0
СКФО;Кабардино-Балкарская Республика;3;303;90;30;100;60;0;0;252;0;0;51
СКФО;Кабардино-Балкарская Республика;4;40;15;4;10;0;0;0;40;0;0;0
СКФО;Кабардино-Балкарская Республика;5;4243;2454;2365;1723;1708;0;0;4169;23;0;51
СКФО;Кабардино-Балкарская Республика;6;2150;0;0;0;0;0;0;0;0;0;0
СКФО;Кабардино-Балкарская Республика;7;1708;0;0;0;0;0;0;0;0;0;0
СКФО;Карачаево-Черкесская Республика;3;447;200;190;0;0;0;57;447;0;0;0
СКФО;Карачаево-Черкесская Республика;4;0;0;0;0;0;0;0;0;0;0;0
СКФО;Карачаево-Черкесская Республика;5;460;247;213;0;0;0;0;460;0;0;0
СКФО;Карачаево-Черкесская Республика;6;152;0;0;0;0;0;0;0;0;0;0
СКФО;Карачаево-Черкесская Республика;7;90;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Дагестан;3;101070;295;172;663;587;14;98;1070;0;0;100000
СКФО;Республика Дагестан;4;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Дагестан;5;107477;3701;1308;2186;1205;175;1415;7477;0;0;100000
СКФО;Республика Дагестан;6;2763;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Дагестан;7;2378;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;3;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;4;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;5;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;6;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;7;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Северная Осетия — Алания;3;10;0;0;0;0;0;0;0;0;0;10
СКФО;Республика Северная Осетия — Алания;4;0;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Северная Осетия — Алания;5;10;0;0;0;0;0;0;0;0;0;10
СКФО;Республика Северная Осетия — Алания;6;10;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Северная Осетия — Алания;7;10;0;0;0;0;0;0;0;0;0;0
СКФО;Ставропольский край;3;1475;436;247;652;623;0;225;968;0;0;507
СКФО;Ставропольский край;4;22;19;9;3;3;0;0;22;0;0;0
СКФО;Ставропольский край;5;35507;9052;6248;15107;3562;292;10876;34083;327;0;1097
СКФО;Ставропольский край;6;13123;0;0;0;0;0;0;0;0;0;0
СКФО;Ставропольский край;7;2735;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;3;0;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;4;0;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;5;1467;1009;0;115;0;290;53;1467;0;0;0
СКФО;Чеченская Республика;6;0;0;0;0;0;0;0;0;0;0;0
СКФО;Чеченская Республика;7;0;0;0;0;0;0;0;0;0;0;0
СФО;Алтайский край;3;475;298;298;56;0;0;8;475;0;0;0
СФО;Алтайский край;4;6;0;0;6;0;0;0;6;0;0;0
СФО;Алтайский край;5;15065;10562;789;568;454;1200;0;15054;9;0;2
СФО;Алтайский край;6;3379;0;0;0;0;0;0;0;0;0;0
СФО;Алтайский край;7;2238;0;0;0;0;0;0;0;0;0;0
СФО;Иркутская область;3;4672;2031;1025;1742;0;0;221;4150;8;0;514
СФО;Иркутская область;4;435;0;0;320;0;115;0;435;0;0;0
СФО;Иркутская область;5;128868;68403;4358;21496;1206;3281;17485;127987;63;0;818
СФО;Иркутская область;6;17415;0;0;0;0;0;0;0;0;0;0
СФО;Иркутская область;7;3782;0;0;0;0;0;0;0;0;0;0
СФО;Кемеровская область;3;5151;2817;256;1693;564;5;152;4771;0;0;380
СФО;Кемеровская область;4;4667;806;413;1717;260;2060;84;4624;0;0;43
СФО;Кемеровская область;5;419699;302674;25126;47359;23013;24864;41030;415271;1054;0;3374
СФО;Кемеровская область;6;57611;0;0;0;0;0;0;0;0;0;0
СФО;Кемеровская область;7;49871;0;0;0;0;0;0;0;0;0;0
СФО;Красноярский край;3;2679;833;61;1118;285;29;82;2364;0;0;315
СФО;Красноярский край;4;975;920;5;0;0;0;0;972;0;0;3
СФО;Красноярский край;5;205476;16543;6016;34558;2171;5272;11012;203917;12;0;1547
СФО;Красноярский край;6;52130;0;0;0;0;0;0;0;0;0;0
СФО;Красноярский край;7;48065;0;0;0;0;0;0;0;0;0;0
СФО;Новосибирская область;3;28577;5777;4072;13223;11855;0;0;18184;120;768;9505
СФО;Новосибирская область;4;46973;12403;11506;24049;20002;0;0;36854;220;691;9208
СФО;Новосибирская область;5;48270;18334;8320;11565;6243;5865;4287;41709;950;260;5351
СФО;Новосибирская область;6;47171;0;0;0;0;0;0;0;0;0;0
СФО;Новосибирская область;7;43154;0;0;0;0;0;0;0;0;0;0
СФО;Омская область;3;1970;397;207;1489;63;0;0;1744;0;0;226
СФО;Омская область;4;4186;0;0;3859;0;0;0;4126;0;0;60
СФО;Омская область;5;47231;16842;13949;9128;7907;5625;13393;45477;113;0;1641
СФО;Омская область;6;43607;0;0;0;0;0;0;0;0;0;0
СФО;Омская область;7;41328;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;3;736;94;94;197;98;108;201;496;54;0;186
СФО;Республика Алтай;4;4752;2548;582;1117;257;556;36;2548;582;1300;322
СФО;Республика Алтай;5;9205;3175;1459;4600;3490;500;581;6292;2501;402;10
СФО;Республика Алтай;6;2737;0;0;0;0;0;0;0;0;0;0
СФО;Республика Алтай;7;2599;0;0;0;0;0;0;0;0;0;0
СФО;Республика Тыва;3;2809;1789;850;60;0;110;0;2809;0;0;0
СФО;Республика Тыва;4;1650;1500;20;40;0;0;90;1650;0;0;0
СФО;Республика Тыва;5;16491;15000;530;400;0;250;311;16491;0;0;0
СФО;Республика Тыва;6;1350;0;0;0;0;0;0;0;0;0;0
СФО;Республика Тыва;7;850;0;0;0;0;0;0;0;0;0;0
СФО;Республика Хакасия;3;1476;230;172;1246;190;0;0;1227;0;0;249
СФО;Республика Хакасия;4;1076;225;183;847;189;0;0;809;0;0;267
СФО;Республика Хакасия;5;7573;1672;188;5313;0;548;14;7511;17;0;45
СФО;Республика Хакасия;6;468;0;0;0;0;0;0;0;0;0;0
СФО;Республика Хакасия;7;465;0;0;0;0;0;0;0;0;0;0
СФО;Томская область;3;1425;665;0;38;0;0;138;1423;2;0;0
СФО;Томская область;4;4213;3129;2003;886;0;0;48;4213;0;0;0
СФО;Томская область;5;78235;42774;1718;19129;40;4617;5934;78067;88;0;80
СФО;Томская область;6;23020;0;0;0;0;0;0;0;0;0;0
СФО;Томская область;7;18033;0;0;0;0;0;0;0;0;0;0
УФО;Курганская область;3;14174;6043;488;8111;7871;0;10;6114;5;2;8053
УФО;Курганская область;4;3809;349;0;3460;3460;0;0;3416;0;0;393
УФО;Курганская область;5;47840;18443;7250;23437;11522;1215;4433;38387;135;0;9318
УФО;Курганская область;6;30356;0;0;0;0;0;0;0;0;0;0
УФО;Курганская область;7;10712;0;0;0;0;0;0;0;0;0;0
УФО;Свердловская область;3;2873;1777;67;581;0;3;62;2298;0;0;575
УФО;Свердловская область;4;507;131;0;376;0;0;0;507;0;0;0
УФО;Свердловская область;5;94593;12051;2253;4335;2072;5062;2663;92253;256;0;2084
УФО;Свердловская область;6;5742;0;0;0;0;0;0;0;0;0;0
УФО;Свердловская область;7;2739;0;0;0;0;0;0;0;0;0;0
УФО;Тюменская область;3;6952;4232;2997;1797;1192;6;871;6477;3;0;472
УФО;Тюменская область;4;2758;1383;1383;1373;866;2;0;2757;1;0;0
УФО;Тюменская область;5;199976;85156;68911;63881;53740;7836;39651;156117;428;0;43431
УФО;Тюменская область;6;190356;0;0;0;0;0;0;0;0;0;0
УФО;Тюменская область;7;184624;0;0;0;0;0;0;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;3;4125;1842;1245;728;444;3;4;2612;10;0;1503
УФО;Ханты-Мансийский автономный округ — Югра;4;684;610;274;56;43;14;4;680;4;0;0
УФО;Ханты-Мансийский автономный округ — Югра;5;76383;17777;9377;45534;19908;5909;6680;75416;16;0;951
УФО;Ханты-Мансийский автономный округ — Югра;6;30178;0;0;0;0;0;0;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;7;16001;0;0;0;0;0;0;0;0;0;0
УФО;Челябинская область;3;6018;1246;726;3564;1994;40;116;3435;51;0;2532
УФО;Челябинская область;4;23528;15099;228;7121;1010;1245;0;22523;0;0;1005
УФО;Челябинская область;5;74506;39165;2412;10422;1793;3741;2172;67796;230;60;6420
УФО;Челябинская область;6;38767;0;0;0;0;0;0;0;0;0;0
УФО;Челябинская область;7;37408;0;0;0;0;0;0;0;0;0;0
УФО;Ямало-Ненецкий автономный округ;3;416;96;66;126;8;0;32;385;5;0;26
УФО;Ямало-Ненецкий автономный округ;4;4;4;0;0;0;0;0;0;0;0;4
УФО;Ямало-Ненецкий автономный округ;5;13701;1115;779;11501;129;0;64;11603;516;0;1582
УФО;Ямало-Ненецкий автономный округ;6;3022;0;0;0;0;0;0;0;0;0;0
УФО;Ямало-Ненецкий автономный округ;7;2586;0;0;0;0;0;0;0;0;0;0
ЦФО;Белгородская область;3;540;27;27;471;436;2;35;535;0;0;5
ЦФО;Белгородская область;4;354;94;94;246;246;0;14;354;0;0;0
ЦФО;Белгородская область;5;22353;4722;4672;8827;7628;169;7603;21761;10;0;582
ЦФО;Белгородская область;6;11440;0;0;0;0;0;0;0;0;0;0
ЦФО;Белгородская область;7;8554;0;0;0;0;0;0;0;0;0;0
ЦФО;Брянская область;3;1966;690;450;670;80;24;12;1764;0;0;202
ЦФО;Брянская область;4;3586;2703;1257;621;0;0;0;3586;0;0;0
ЦФО;Брянская область;5;152724;20875;12045;21386;6450;81153;6657;152433;184;0;107
ЦФО;Брянская область;6;28916;0;0;0;0;0;0;0;0;0;0
ЦФО;Брянская область;7;19674;0;0;0;0;0;0;0;0;0;0
ЦФО;Владимирская область;3;55;3;0;46;46;0;0;55;0;0;0
ЦФО;Владимирская область;4;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Владимирская область;5;258;155;0;74;74;0;0;241;17;0;0
ЦФО;Владимирская область;6;98;0;0;0;0;0;0;0;0;0;0
ЦФО;Владимирская область;7;28;0;0;0;0;0;0;0;0;0;0
ЦФО;Воронежская область;3;7599;1282;874;462;25;0;322;1040;0;0;6559
ЦФО;Воронежская область;4;4766;742;742;3656;3656;0;368;3837;0;0;929
ЦФО;Воронежская область;5;330447;147336;87634;134497;90324;15096;27985;311446;12575;0;6426
ЦФО;Воронежская область;6;9919;0;0;0;0;0;0;0;0;0;0
ЦФО;Воронежская область;7;9433;0;0;0;0;0;0;0;0;0;0
ЦФО;Ивановская область;3;10;10;0;0;0;0;0;10;0;0;0
ЦФО;Ивановская область;4;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Ивановская область;5;10;10;0;0;0;0;0;10;0;0;0
ЦФО;Ивановская область;6;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Ивановская область;7;0;0;0;0;0;0;0;0;0;0;0
ЦФО;Калужская область;3;3993;2549;1352;444;100;0;840;3403;14;0;576
ЦФО;Калужская область;4;2343;2096;1044;72;72;0;175;2343;0;0;0
ЦФО;Калужская область;5;138818;70362;41721;20210;486;5916;26444;137238;29;0;1551
ЦФО;Калужская область;6;6254;0;0;0;0;0;0;0;0;0;0
ЦФО;Калужская область;7;3622;0;0;0;0;0;0;0;0;0;0
ЦФО;Костромская область;3;1804;552;536;258;98;2;24;1752;6;0;46
ЦФО;Костромская область;4;2050;955;0;843;0;252;0;2035;0;0;15
ЦФО;Костромская область;5;50553;25360;17911;14393;11254;5001;3905;48504;6;6;2037
ЦФО;Костромская область;6;5201;0;0;0;0;0;0;0;0;0;0
ЦФО;Костромская область;7;4418;0;0;0;0;0;0;0;0;0;0
ЦФО;Курская область;3;557;175;175;382;0;0;0;512;0;0;45
ЦФО;Курская область;4;5;5;5;0;0;0;0;5;0;0;0
ЦФО;Курская область;5;38436;9614;571;12108;1297;12968;0;37452;286;0;698
ЦФО;Курская область;6;868;0;0;0;0;0;0;0;0;0;0
ЦФО;Курская область;7;486;0;0;0;0;0;0;0;0;0;0
ЦФО;Липецкая область;3;164;101;48;53;53;6;3;163;0;0;1
ЦФО;Липецкая область;4;390;0;0;0;0;390;0;390;0;0;0
ЦФО;Липецкая область;5;36188;3670;1292;17860;9340;5285;8047;35971;0;0;217
ЦФО;Липецкая область;6;6145;0;0;0;0;0;0;0;0;0;0
ЦФО;Липецкая область;7;3206;0;0;0;0;0;0;0;0;0;0
ЦФО;Москва;3;224375;25606;1499;10742;1044;12297;6293;8963;191;0;215221
ЦФО;Москва;4;11230;2657;407;1325;0;190;361;9577;133;0;1520
ЦФО;Москва;5;902953;243037;27974;101403;20955;34755;181058;534724;2758;0;365471
ЦФО;Москва;6;86577;0;0;0;0;0;0;0;0;0;0
ЦФО;Москва;7;69719;0;0;0;0;0;0;0;0;0;0
ЦФО;Московская область;3;13451;3230;2920;6257;2934;47;230;10685;0;0;2766
ЦФО;Московская область;4;6170;3387;2907;1325;878;275;124;6170;0;0;0
