FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10
ДВФО;Амурская область;3;310229;18318;191358;0;258;258;229;0;100324;42
ДВФО;Амурская область;4;0;0;269;0;258;258;0;0;0;0
ДВФО;Еврейская автономная область;3;2472,1;275,7;1081,4;0;1081,4;1081,4;85,1;0;1029,9;0
ДВФО;Еврейская автономная область;4;0;0;0;0;0;0;0;0;0;0
ДВФО;Забайкальский край;3;58736,2;18245,7;33170,8;732,6;31502,7;20562,1;264,1;0;7055,6;15677,3
ДВФО;Забайкальский край;4;0;0;18660,2;717,6;17942,6;14778,4;0;0;0;0
ДВФО;Камчатский край;3;89493,7;58422,9;25266,8;759;13754,8;9001,6;3578,6;0;2225,4;1999,7
ДВФО;Камчатский край;4;0;0;10805,2;299;7647;4104,3;0;0;0;0
ДВФО;Магаданская область;3;14201,3;8668;2838,2;0;2642,2;1885,9;15;28,7;2651,4;0
ДВФО;Магаданская область;4;0;0;1090;0;1090;1003;0;0;0;0
ДВФО;Приморский край;3;325928,8;167509,8;64746;1923,1;46191,4;34568,9;3244,7;59717,6;30710,7;1019
ДВФО;Приморский край;4;0;0;32071,2;408,3;26450,1;19917,3;0;0;0;0
ДВФО;Республика Бурятия;3;727,3;0;177,1;0;0;0;0;0;550,2;0
ДВФО;Республика Бурятия;4;0;0;0;0;0;0;0;0;0;0
ДВФО;Республика Саха (Якутия);3;350812,1;259897,2;71461,4;31569;39892,4;31930,3;1231,2;0;18222,3;7077
ДВФО;Республика Саха (Якутия);4;0;0;9972,9;0;9972,9;8769,9;0;0;0;0
ДВФО;Сахалинская область;3;570901,3;314334,9;184323,7;12451,3;154007,4;76824,7;986,4;643,1;70613,2;40556,7
ДВФО;Сахалинская область;4;0;0;160361,8;3881,3;151259;45440,5;0;0;0;0
ДВФО;Хабаровский край;3;716984,1;345800,8;219011,9;626,6;198568,5;106395,1;23709,2;167;128295,2;70762,4
ДВФО;Хабаровский край;4;0;0;106990,4;330;103405,4;45148,3;0;0;0;0
ДВФО;Чукотский автономный округ;3;19719,1;0;6701,5;0;6701,5;0;1600,9;0;11416,7;0
ДВФО;Чукотский автономный округ;4;0;0;1694;0;1694;0;0;0;0;0
ПФО;Кировская область;3;381754,2;99819,4;50805;15862;21332,7;17222,7;13391;0;217738,8;6165,5
ПФО;Кировская область;4;0;0;14992,2;3796,1;7428,2;7055,8;0;0;0;0
ПФО;Нижегородская область;3;4682564,7;1945848;1743628,6;48501,2;1311785,3;244422,9;108386,6;4325,6;880375,9;35943,7
ПФО;Нижегородская область;4;0;0;123590,3;21331,6;71450,8;50336,3;0;0;0;0
ПФО;Оренбургская область;3;290067,8;61437,2;198321,5;4078;180630,4;177911,7;889;8040;21380,1;3370
ПФО;Оренбургская область;4;0;0;179768,3;458;177884,5;177151;0;0;0;0
ПФО;Пензенская область;3;401446,1;158126,4;197935,2;47640,4;140940,3;87677,4;7124,6;119;38140,9;45322,9
ПФО;Пензенская область;4;0;0;56947,5;16235;36831;19222,8;0;0;0;0
ПФО;Пермский край;3;475356,5;77502,1;270742;96464;126003,5;40221,5;92421,3;1996,2;32694,9;43880,7
ПФО;Пермский край;4;0;0;166744,4;59472,6;85877,8;13777,9;0;0;0;0
ПФО;Республика Башкортостан;3;510870,6;309858,8;130894,5;5168,7;64780,1;9662,4;4182,2;31,8;65903,3;0
ПФО;Республика Башкортостан;4;0;0;28693,6;622,9;16441,6;982,5;0;0;0;0
ПФО;Республика Марий Эл;3;57896,5;35782,7;18917,6;2652,4;8333,3;5355,3;261;374,7;2560,5;1482,5
ПФО;Республика Марий Эл;4;0;0;6859,8;2590,1;3518,4;1005;0;0;0;0
ПФО;Республика Мордовия;3;190434,8;82429,3;53725,5;5357,5;22784,2;1926,9;8859,7;6594,9;38825,4;1
ПФО;Республика Мордовия;4;0;0;17314,9;271;15654;313,9;0;0;0;0
ПФО;Республика Татарстан;3;1564535,3;488433,5;778293;138816,4;490871;426734,1;26316,1;3094;268398,7;90963,3
ПФО;Республика Татарстан;4;0;0;424327,7;124754,1;248945,7;217484,4;0;0;0;0
ПФО;Самарская область;3;836205;218244,9;415828,1;36535,1;280552,2;233175,9;5425,5;3602,6;193103,9;67525,2
ПФО;Самарская область;4;0;0;72360,9;5294,5;47029,2;30669,2;0;0;0;0
ПФО;Саратовская область;3;93354,2;63432,2;14437,1;611,3;9979;5537;143,9;200;15141;2218,2
ПФО;Саратовская область;4;0;0;3349,3;131,1;1000;1000;0;0;0;0
ПФО;Удмуртская Республика;3;85355,7;50487,3;26588,7;407,3;14375,6;6684,4;1454,7;71,7;6753,3;5396
ПФО;Удмуртская Республика;4;0;0;13465,1;356;5551,4;3255,8;0;0;0;0
ПФО;Ульяновская область;3;750604,5;3855,9;10747;2920,7;572,7;477,7;75057,7;5;660938,9;5157,3
ПФО;Ульяновская область;4;0;0;6939,9;2543,9;85;80;0;0;0;0
ПФО;Чувашская Республика — Чувашия;3;223076,9;140880;34429,3;608,5;27085,6;10924,9;2407,2;0;45360,4;1572
ПФО;Чувашская Республика — Чувашия;4;0;0;14499,3;116,8;13709,3;4492,9;0;0;0;0
СЗФО;Архангельская область;3;195141,9;44046,8;140308,3;1980;78003,3;66734,2;2707,6;12;8067,2;4642,3
СЗФО;Архангельская область;4;0;0;12172,2;293,2;10147;7141,9;0;0;0;0
СЗФО;Вологодская область;3;94036,7;33193;47441,4;1021,7;19870;15022,1;886,2;22;12494,1;4414,5
СЗФО;Вологодская область;4;0;0;9741,3;438,4;3914,6;3149,6;0;0;0;0
СЗФО;Калининградская область;3;3972915,6;696750,8;3207158,9;1416275,2;111843,5;33884,9;516,5;0;68489,4;11134,5
СЗФО;Калининградская область;4;0;0;70638,5;5198,3;45628,1;20611,7;0;0;0;0
СЗФО;Ленинградская область;3;74752,7;18101,8;37209,7;289,4;36920,3;12640,1;929,9;0;18511,3;0
СЗФО;Ленинградская область;4;0;0;20367,9;0;20367,9;5273;0;0;0;0
СЗФО;Мурманская область;3;84117,2;28146,2;45068,9;4212,1;38683,8;32280,5;417,3;666,5;9818,3;5208
СЗФО;Мурманская область;4;0;0;25964,2;0;25024,2;20044,1;0;0;0;0
СЗФО;Ненецкий автономный округ;3;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0;0;0;0;0;0;0
СЗФО;Новгородская область;3;64655,4;27777,5;19942,6;2427,4;3640,8;3023,6;11813,8;14,2;5107,3;0
СЗФО;Новгородская область;4;0;0;7008,3;2388,2;854,9;691,4;0;0;0;0
СЗФО;Псковская область;3;67243,6;19920,9;34383,5;938;11692,5;9227,3;1506;0;11433,2;2671
СЗФО;Псковская область;4;0;0;0;0;0;0;0;0;0;0
СЗФО;Республика Карелия;3;122276,5;44574,2;37037;11,5;1699,2;963,5;36091,7;367;4206,6;5290
СЗФО;Республика Карелия;4;0;0;1023,6;0;439,2;253,2;0;0;0;0
СЗФО;Республика Коми;3;291175,2;105968,9;149383,8;5762,3;86542,8;21497;1965;1;33856,5;101696
СЗФО;Республика Коми;4;0;0;14878,9;1892,6;11607,6;2188,5;0;0;0;0
СЗФО;Санкт-Петербург;3;5279028,2;2643065,8;2053939,2;24941,4;1230349,3;859771,4;88274,7;17452;476296,5;27502,5
СЗФО;Санкт-Петербург;4;0;0;1060601,7;4384,2;688386,1;352020,5;0;0;0;0
СКФО;Кабардино-Балкарская Республика;3;948873,1;167607,9;745720,7;151037,6;19732;18946;1487;138;33919,5;109763
СКФО;Кабардино-Балкарская Республика;4;0;0;87368,5;80190,1;1803;1339;0;0;0;0
СКФО;Карачаево-Черкесская Республика;3;20521,5;13974;6415,8;0;6415,8;0;58,4;0;73,3;0
СКФО;Карачаево-Черкесская Республика;4;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Дагестан;3;12160,4;1624,3;6174,9;0;5438;2508;1961,4;820;1579,8;1100
СКФО;Республика Дагестан;4;0;0;268;0;268;268;0;0;0;0
СКФО;Республика Ингушетия;3;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;4;0;0;0;0;0;0;0;0;0;0
СКФО;Республика Северная Осетия — Алания;3;957,4;159,8;797,6;0;340;340;0;0;0;0
СКФО;Республика Северная Осетия — Алания;4;0;0;0;0;0;0;0;0;0;0
СКФО;Ставропольский край;3;346687,9;42203,3;229095;1663;213332,7;2890,8;3386,2;52020;19983,4;1805,2
СКФО;Ставропольский край;4;0;0;24382,9;1663;15840,3;237,7;0;0;0;0
СКФО;Чеченская Республика;3;81311;62777,4;7660,1;883,1;6777;3978;445,8;0;10427,7;0
СКФО;Чеченская Республика;4;0;0;2302,3;0;2302,3;2029,9;0;0;0;0
СФО;Алтайский край;3;214028,6;112497,5;83702,3;1757,2;5256;3137,9;1501;0;16327,8;60788,1
СФО;Алтайский край;4;0;0;5466,2;241,1;917,2;821,6;0;0;0;0
СФО;Иркутская область;3;450224,5;237445,2;186655,1;26097;125140,5;116340;6347,3;0;19776,9;22943
СФО;Иркутская область;4;0;0;18269,2;4209;9055,2;7182,2;0;0;0;0
СФО;Кемеровская область;3;429780;185455,2;187354,2;12057,8;136851,4;78384,4;16715,9;0;40254,7;99672,9
СФО;Кемеровская область;4;0;0;69050,3;144,9;58340,5;41979,1;0;0;0;0
СФО;Красноярский край;3;536999,2;106714,9;301305,9;103409,3;108740,7;78927;7676,3;7871,7;113430,4;107249
СФО;Красноярский край;4;0;0;126721;46474,7;54426;17693,8;0;0;0;0
СФО;Новосибирская область;3;3774303,9;290243,2;2873554,6;11914,7;1324624,5;1162156,3;129325,8;39227,8;441952,5;1210549,2
СФО;Новосибирская область;4;0;0;169234,7;1238;154698,1;125908,5;0;0;0;0
СФО;Омская область;3;822062,8;155259,5;105674,1;10557,8;64578,2;48636,7;52513,3;200095;308520,9;20705,3
СФО;Омская область;4;0;0;31678,2;4255,9;19014,2;5357,3;0;0;0;0
СФО;Республика Алтай;3;8758;1;2;0;0;0;8755;0;0;0
СФО;Республика Алтай;4;0;0;1;0;0;0;0;0;0;0
СФО;Республика Тыва;3;19439;3409;11560;0;11560;11560;512;0;3958;0
СФО;Республика Тыва;4;0;0;334;0;334;0;0;0;0;0
СФО;Республика Хакасия;3;90403,7;59937,6;15655,8;1397,5;9615,1;1546,5;1341,7;0;13468,6;0
СФО;Республика Хакасия;4;0;0;2867,3;0;2306,6;0;0;0;0;0
СФО;Томская область;3;162342;111287,9;29105,6;1238,9;24033,9;7638;3950,9;0;17997,6;1742,9
СФО;Томская область;4;0;0;16918,4;913,2;14979,2;2078;0;0;0;0
УФО;Курганская область;3;97840,5;34849;44808,5;662;12856,7;8038,2;775,8;10;17397,2;2000
УФО;Курганская область;4;0;0;1638,4;0;1638,4;1486,7;0;0;0;0
УФО;Свердловская область;3;917908,6;190712,7;490878,3;9865;266745,9;173289,1;114235,6;20499,4;101582,6;127604,6
УФО;Свердловская область;4;0;0;208173,2;822,2;155449,6;99389,3;0;0;0;0
УФО;Тюменская область;3;8786012,9;743372,3;7914976;4743,6;3044011,8;170945,6;11824,1;68;115772,5;4970435
УФО;Тюменская область;4;0;0;2925163,8;150489;2750843,3;13900,5;0;0;0;0
УФО;Ханты-Мансийский автономный округ — Югра;3;407461,5;263200,9;104938,6;15896,6;63032;34136,3;4521,6;1150;33650,4;30147,8
УФО;Ханты-Мансийский автономный округ — Югра;4;0;0;67236;10906,9;43833,1;22682,2;0;0;0;0
УФО;Челябинская область;3;4458716,9;96474,5;3512725,1;172386,1;3168600,4;421923,1;461968,4;10292;377256,9;2030221,7
УФО;Челябинская область;4;0;0;152582,5;1793;35398,2;21444;0;0;0;0
УФО;Ямало-Ненецкий автономный округ;3;29261,7;7279,6;13334,5;1868;4742,8;1708,4;178,8;0;8468,8;0
УФО;Ямало-Ненецкий автономный округ;4;0;0;89,5;0;89,5;89,5;0;0;0;0
ЦФО;Белгородская область;3;80486;38162,9;38155;749,2;17302,7;12741,9;1420,9;0;2747,2;4256,9
ЦФО;Белгородская область;4;0;0;6989;67,8;4559,4;4019,8;0;0;0;0
ЦФО;Брянская область;3;281900,7;165562;73869,3;2133,9;24638,7;11107,2;2565,5;0;39903,9;21968,2
