FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
ПФО;Оренбургская область;10;264;2;0;0;0;12;0;0;0;0;0;0;12;0;11;1;10;0;0;0;30;9;20;0;8;25;10;25;141;;
ПФО;Оренбургская область;11;117;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;1;39;10;7;56;;
ПФО;Оренбургская область;12;151;32;3;19;1;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;104;93;2;0;0;0;0;0;0;;
ПФО;Оренбургская область;13;76;7;1;4;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;64;52;3;0;0;0;0;0;0;;
ПФО;Оренбургская область;14;1245;106;20;50;2;301;1;13;0;12;65;14;196;0;14;14;0;0;0;0;204;163;19;27;18;99;11;148;317;;
ПФО;Оренбургская область;15;1119,3;118,3;32,9;48;4;322,4;1;17;1;12,6;77;22,4;191,4;0;31,2;13,2;18;0;0;0;104;95;9;40;33,5;115;26,7;144,7;183,5;;
ПФО;Пензенская область;3;987;112;28;29;8;229;1;24;0;18;48;15;102;21;137;88;30;0;0;0;123;37;30;3;20;62;15;130;156;67;10
ПФО;Пензенская область;4;743;108;25;27;6;226;1;24;0;18;48;15;99;21;109;81;12;0;0;0;92;32;0;3;19;45;0;89;52;;
ПФО;Пензенская область;5;37;3;1;1;0;32;0;13;0;18;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;
ПФО;Пензенская область;6;106;13;7;4;0;67;1;8;0;0;48;1;6;3;3;3;0;0;0;0;19;0;0;2;0;0;0;1;1;;
ПФО;Пензенская область;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Пензенская область;8;18;1;1;0;0;15;0;7;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;;
ПФО;Пензенская область;9;88;9;5;2;0;57;1;11;0;7;33;1;4;0;0;0;0;0;0;0;20;0;0;1;0;0;0;1;0;;
ПФО;Пензенская область;10;123;2;1;1;0;1;0;0;0;0;0;0;1;0;16;6;9;0;0;0;0;0;0;0;0;10;11;35;48;;
ПФО;Пензенская область;11;79;0;0;0;0;2;0;0;0;0;0;0;2;0;11;1;7;0;0;0;12;0;12;0;0;6;4;4;40;;
ПФО;Пензенская область;12;48;2;1;1;0;0;0;0;0;0;0;0;0;0;37;36;1;0;0;0;9;8;0;0;0;0;0;0;0;;
ПФО;Пензенская область;13;46;0;0;0;0;0;0;0;0;0;0;0;0;0;43;31;12;0;0;0;3;1;0;0;0;0;0;0;0;;
ПФО;Пензенская область;14;568;62;9;12;2;91;1;7;0;9;31;2;26;15;83;56;10;0;0;0;76;22;1;2;6;44;1;100;103;;
ПФО;Пензенская область;15;460;38;16;17;3;57,5;0;2;0;6;15,5;10;24;0;136;88;29;0;0;0;45;17;20;1;9;22;7;38,5;106;;
ПФО;Пермский край;3;2719;253;84;97;27;485;8;14;2;16;107;32;299;7;287;221;67;3;2;0;480;344;52;94;174;175;8;378;382;261;94
ПФО;Пермский край;4;2227;244;73;93;26;453;8;14;2;16;107;32;268;6;232;209;24;3;2;0;438;325;25;94;169;101;3;297;193;;
ПФО;Пермский край;5;53;10;3;6;0;23;0;7;0;15;1;0;0;0;1;1;0;0;0;0;8;8;0;9;0;0;0;2;0;;
ПФО;Пермский край;6;221;27;6;10;3;131;6;6;1;1;102;4;8;3;2;2;1;0;0;0;12;10;0;37;1;5;0;6;0;;
ПФО;Пермский край;7;7;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;;
ПФО;Пермский край;8;27;7;4;3;0;15;0;6;0;9;0;0;0;0;0;0;0;0;0;0;2;2;0;3;0;0;0;0;0;;
ПФО;Пермский край;9;108;16;1;10;2;77;2;5;0;7;58;0;5;0;0;0;0;0;0;0;6;5;0;6;0;2;0;1;0;;
ПФО;Пермский край;10;304;3;2;0;1;18;0;0;0;0;0;0;18;0;49;11;38;0;0;0;32;11;20;0;2;59;4;59;78;;
ПФО;Пермский край;11;70;1;0;0;0;2;0;0;0;0;0;0;1;1;5;0;5;0;0;0;7;0;5;0;1;11;1;14;28;;
ПФО;Пермский край;12;163;20;4;12;1;0;0;0;0;0;0;0;0;0;52;49;2;0;0;0;91;69;8;0;0;0;0;0;0;;
ПФО;Пермский край;13;167;4;1;2;0;0;0;0;0;0;0;0;0;0;64;56;7;0;0;0;99;83;12;0;0;0;0;0;0;;
ПФО;Пермский край;14;1561;137;34;49;11;312;4;9;1;8;83;16;185;6;199;150;21;1;0;0;246;188;22;7;33;136;3;298;189;;
ПФО;Пермский край;15;1935,6;161,1;49,8;57,3;5;380,3;6;11,5;2;15,5;99,9;18,3;222,6;4,5;173;136;36;28;17;10;257,7;127,9;33,8;83;130,9;137;8;252,1;324,5;;
ПФО;Республика Башкортостан;3;2820;290;27;77;19;1111;14;109;2;120;392;132;336;6;192;130;62;10;10;0;109;93;16;10;49;390;48;389;222;295;34
ПФО;Республика Башкортостан;4;2336;274;26;73;18;1094;14;109;2;120;392;132;319;6;154;128;26;10;10;0;99;92;7;10;37;250;33;305;70;;
ПФО;Республика Башкортостан;5;137;13;3;8;1;121;5;32;0;83;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;
ПФО;Республика Башкортостан;6;513;44;7;13;3;453;6;46;2;19;346;18;14;2;0;0;0;0;0;0;1;1;0;3;0;0;5;4;3;;
ПФО;Республика Башкортостан;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Башкортостан;8;119;10;2;6;1;107;5;32;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;
ПФО;Республика Башкортостан;9;301;29;4;11;3;269;5;34;2;41;187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;
ПФО;Республика Башкортостан;10;186;12;0;1;1;4;0;0;0;0;0;0;4;0;18;1;17;0;0;0;10;1;9;0;1;49;2;41;49;;
ПФО;Республика Башкортостан;11;133;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;15;0;0;0;0;0;0;0;1;61;13;12;30;;
ПФО;Республика Башкортостан;12;193;26;5;10;2;0;0;0;0;0;0;0;0;0;111;92;19;0;0;0;56;50;3;0;0;0;0;0;0;;
ПФО;Республика Башкортостан;13;84;8;1;5;0;0;0;0;0;0;0;0;0;0;58;28;30;0;0;0;18;16;2;0;0;0;0;0;0;;
ПФО;Республика Башкортостан;14;1793;163;7;33;12;627;6;42;2;42;230;80;220;5;118;95;23;5;5;0;87;69;9;4;16;268;32;325;148;;
ПФО;Республика Башкортостан;15;2226,7;240,3;16;51,3;9;1003,9;12,6;88,6;1;114,8;364,2;126,4;291,3;5;63;43;20;10;10;0;63,3;57,2;6,1;8,2;41;283,4;31,5;293,1;189;;
ПФО;Республика Марий Эл;3;438;84;25;28;0;34;0;6;0;0;7;6;15;0;25;6;19;8;0;0;107;45;48;0;17;32;44;42;45;10;26
ПФО;Республика Марий Эл;4;327;79;24;26;0;34;0;6;0;0;7;6;15;0;20;5;15;8;0;0;81;42;24;0;16;16;8;39;26;;
ПФО;Республика Марий Эл;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;6;27;13;7;5;0;9;0;3;0;0;5;0;1;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;9;16;8;4;4;0;6;0;2;0;0;4;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;10;69;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;23;1;22;0;1;9;20;1;10;;
ПФО;Республика Марий Эл;11;19;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0;1;12;1;1;;
ПФО;Республика Марий Эл;12;13;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;8;4;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;13;16;3;0;2;0;0;0;0;0;0;0;0;0;0;5;1;4;0;0;0;8;7;0;0;0;0;0;0;0;;
ПФО;Республика Марий Эл;14;189;37;7;10;0;14;0;6;0;0;3;3;2;0;6;2;5;8;0;0;35;15;0;0;7;20;2;28;32;;
ПФО;Республика Марий Эл;15;319,1;47,8;11,5;16;0;20,3;0;5,5;0;0;6,3;5,5;3;0;23;5;18;0;0;0;98;27,4;48;0;11;21,7;43,5;25,8;28;;
ПФО;Республика Мордовия;3;697;86;16;33;1;33;2;6;0;0;4;5;15;1;170;147;22;0;0;0;83;54;29;8;8;86;16;135;72;15;35
ПФО;Республика Мордовия;4;504;84;15;32;1;31;2;6;0;0;4;5;13;1;160;147;10;0;0;0;42;41;6;8;6;33;3;110;27;;
ПФО;Республика Мордовия;5;2;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Мордовия;6;24;7;2;4;1;8;2;3;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;1;0;2;0;3;0;;
ПФО;Республика Мордовия;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Мордовия;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Мордовия;9;9;1;1;0;0;4;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;;
ПФО;Республика Мордовия;10;109;2;0;0;0;1;0;0;0;0;0;0;1;0;10;0;10;0;0;0;17;1;16;0;1;20;2;21;35;;
ПФО;Республика Мордовия;11;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;27;6;4;3;;
ПФО;Республика Мордовия;12;132;11;1;10;0;0;0;0;0;0;0;0;0;0;94;89;4;0;0;0;27;27;0;0;0;0;0;0;0;;
ПФО;Республика Мордовия;13;29;1;1;0;0;0;0;0;0;0;0;0;0;0;27;26;0;0;0;0;1;1;0;0;0;0;0;0;0;;
ПФО;Республика Мордовия;14;440;39;4;17;0;13;2;4;0;0;3;1;2;1;132;128;4;0;0;0;30;28;2;7;2;48;3;112;54;;
ПФО;Республика Мордовия;15;531,6;60,4;8,1;20,8;1;22,5;1;6;0;0;4;5;5,5;1;135;112;22;0;0;0;58,2;29,2;27;8;6,5;78,8;15,5;102;44,7;;
ПФО;Республика Татарстан;3;5013;382;74;157;24;1264;15;140;15;123;387;146;384;54;372;239;99;2;1;0;517;441;75;43;86;626;5;831;885;315;343
ПФО;Республика Татарстан;4;3795;366;65;152;24;1231;15;140;15;123;387;145;352;54;323;225;64;1;1;0;480;415;51;43;76;402;3;636;234;;
ПФО;Республика Татарстан;5;204;19;11;8;0;174;2;63;9;88;12;0;0;0;0;0;0;0;0;0;2;2;0;2;0;7;0;0;0;;
ПФО;Республика Татарстан;6;702;60;18;24;3;493;8;39;5;10;332;46;17;36;12;11;0;0;0;0;59;58;0;26;1;21;0;24;6;;
ПФО;Республика Татарстан;7;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Республика Татарстан;8;171;15;10;4;0;148;2;61;8;75;2;0;0;0;1;1;0;0;0;0;1;1;0;2;0;4;0;0;0;;
ПФО;Республика Татарстан;9;448;24;6;11;1;368;10;41;6;41;255;7;8;0;2;2;0;0;0;0;26;26;0;7;0;11;0;7;3;;
ПФО;Республика Татарстан;10;543;10;4;1;0;22;0;0;0;0;0;0;22;0;25;1;23;0;0;0;34;11;20;0;7;97;0;112;236;;
ПФО;Республика Татарстан;11;224;0;0;0;0;1;0;0;0;0;0;0;1;0;9;0;0;0;0;0;2;0;2;0;3;10;2;34;163;;
ПФО;Республика Татарстан;12;215;41;7;21;0;0;0;0;0;0;0;0;0;0;62;57;2;0;0;0;112;107;2;0;0;0;0;0;0;;
ПФО;Республика Татарстан;13;233;18;2;7;0;0;0;0;0;0;0;0;0;0;85;69;10;1;0;0;129;113;7;0;0;0;0;0;0;;
ПФО;Республика Татарстан;14;3241;211;24;82;13;671;10;45;2;52;230;70;224;38;220;176;16;0;0;0;370;346;19;30;27;409;2;677;624;;
ПФО;Республика Татарстан;15;3287,4;264,1;41,7;98,5;12;715,8;9,8;91,8;8;80,7;219,3;71;201,5;33,7;219;158;30;2;2;0;441,4;408,4;33;32;47,5;416,5;15;561,8;572,3;;
ПФО;Самарская область;3;3974;535;144;185;24;794;12;66;18;75;209;63;328;23;169;90;32;1;1;0;452;203;74;10;218;420;65;604;706;394;168
ПФО;Самарская область;4;3171;513;136;167;24;770;12;66;18;75;209;61;307;22;142;86;14;1;1;0;398;193;42;10;173;299;22;516;327;;
ПФО;Самарская область;5;109;19;8;2;1;89;2;18;2;64;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Самарская область;6;424;60;19;21;3;313;7;37;7;10;202;34;11;5;6;6;0;0;0;0;23;20;0;5;4;6;0;7;0;;
ПФО;Самарская область;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Самарская область;8;87;13;4;1;0;73;2;19;2;49;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Самарская область;9;262;27;6;7;4;230;4;28;7;15;155;19;2;0;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;;
ПФО;Самарская область;10;394;12;1;4;0;13;0;0;0;0;0;1;11;1;25;2;18;0;0;0;22;3;18;0;36;71;32;62;121;;
ПФО;Самарская область;11;166;3;0;0;0;3;0;0;0;0;0;0;3;0;1;1;0;0;0;0;9;2;7;0;1;23;7;7;112;;
ПФО;Самарская область;12;152;40;6;7;0;0;0;0;0;0;0;0;0;0;23;21;1;0;0;0;89;45;0;0;0;0;0;0;0;;
ПФО;Самарская область;13;92;4;1;3;0;0;0;0;0;0;0;0;0;0;19;16;1;0;0;0;69;37;2;0;0;0;0;0;0;;
ПФО;Самарская область;14;2507;329;60;115;16;438;4;32;7;32;141;40;165;17;92;66;4;1;1;0;288;115;10;4;101;282;23;511;438;;
ПФО;Самарская область;15;2430,6;333,7;81;123,8;19;435,9;10;48,9;10,1;42,1;88,7;29,6;195,3;11,2;129,5;99,7;21;1;1;0;286,5;135,5;22;1;102,9;246,2;27,5;461,4;405;;
ПФО;Саратовская область;3;1624;212;32;59;7;278;5;20;2;20;39;13;158;21;101;39;44;13;13;0;176;157;12;6;11;122;7;220;478;82;32
ПФО;Саратовская область;4;1013;175;28;50;6;266;5;20;2;20;39;13;146;21;63;38;17;13;13;0;158;148;3;6;8;74;4;133;113;;
ПФО;Саратовская область;5;34;4;1;1;0;27;1;8;1;16;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;
ПФО;Саратовская область;6;87;15;3;3;1;53;3;3;1;0;30;0;4;12;1;0;0;0;0;0;7;5;0;3;1;5;0;2;0;;
ПФО;Саратовская область;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Саратовская область;8;26;1;1;0;0;22;1;7;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;
ПФО;Саратовская область;9;54;11;4;5;0;39;1;6;1;5;23;0;3;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;;
ПФО;Саратовская область;10;387;32;0;5;0;12;0;0;0;0;0;0;12;0;37;1;26;0;0;0;5;2;3;0;2;28;0;63;208;;
ПФО;Саратовская область;11;119;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;2;1;0;0;13;3;6;92;;
ПФО;Саратовская область;12;150;38;3;19;1;0;0;0;0;0;0;0;0;0;37;20;15;1;0;0;74;64;2;0;0;0;0;0;0;;
ПФО;Саратовская область;13;61;5;2;0;0;0;0;0;0;0;0;0;0;0;29;9;10;1;0;0;26;23;3;0;0;0;0;0;0;;
ПФО;Саратовская область;14;1025;112;9;39;4;206;5;13;1;11;33;10;114;19;64;30;21;8;6;0;128;110;4;4;2;92;7;147;255;;
ПФО;Саратовская область;15;1260,6;143;18;31;3;262,8;5;17;1;17,9;37,8;6,5;158,6;19;73,5;39;23,5;9;9;0;89;83,5;0;6,8;8,5;62;7;173,5;425,5;;
ПФО;Удмуртская Республика;3;951;93;21;44;0;118;0;9;0;7;22;25;45;10;90;59;31;6;6;0;157;130;27;2;13;178;0;126;168;42;26
ПФО;Удмуртская Республика;4;631;91;21;42;0;116;0;9;0;7;22;25;43;10;70;51;19;5;5;0;124;115;9;2;11;68;0;90;54;;
ПФО;Удмуртская Республика;5;18;4;2;1;0;14;0;6;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Удмуртская Республика;6;52;11;2;3;0;37;0;3;0;1;21;3;0;9;1;0;1;0;0;0;1;1;0;0;0;0;0;2;0;;
ПФО;Удмуртская Республика;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Удмуртская Республика;8;12;3;2;1;0;9;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Удмуртская Республика;9;29;8;1;1;0;21;0;3;0;2;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Удмуртская Республика;10;140;1;0;0;0;1;0;0;0;0;0;0;1;0;17;8;9;1;1;0;19;5;4;0;2;24;0;17;58;;
ПФО;Удмуртская Республика;11;34;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;3;0;1;27;;
ПФО;Удмуртская Республика;12;82;16;4;8;0;0;0;0;0;0;0;0;0;0;24;18;6;0;0;0;42;34;5;0;0;0;0;0;0;;
ПФО;Удмуртская Республика;13;57;2;0;1;0;0;0;0;0;0;0;0;0;0;21;10;11;1;0;0;33;25;3;0;0;0;0;0;0;;
ПФО;Удмуртская Республика;14;706;54;6;26;0;84;0;4;0;4;16;20;31;9;67;53;14;6;5;0;98;74;11;2;7;156;0;112;120;;
ПФО;Удмуртская Республика;15;497,4;69,9;10,8;33,1;0;97,7;0;7,9;0;5,7;19;17,7;37,4;10;35;25;10;5;5;0;97,1;36,3;5;0,4;13;62,2;0;92;25,1;;
ПФО;Ульяновская область;3;938;136;33;62;2;166;1;10;0;5;51;24;69;6;65;41;25;0;0;0;133;128;5;0;19;136;0;118;165;25;46
ПФО;Ульяновская область;4;672;129;27;58;2;151;1;10;0;5;51;24;54;6;49;39;7;0;0;0;119;118;1;0;19;65;0;93;47;;
ПФО;Ульяновская область;5;5;0;0;0;0;5;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Ульяновская область;6;85;17;6;6;1;62;1;9;0;1;51;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;0;2;0;;
ПФО;Ульяновская область;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Ульяновская область;8;5;0;0;0;0;5;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Ульяновская область;9;50;14;4;5;0;33;1;5;0;1;26;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;;
ПФО;Ульяновская область;10;94;5;3;2;0;11;0;0;0;0;0;0;11;0;4;0;4;0;0;0;11;8;3;0;0;17;0;14;32;;
ПФО;Ульяновская область;11;97;2;1;1;0;4;0;0;0;0;0;0;4;0;12;1;11;0;0;0;1;0;1;0;0;33;0;7;38;;
ПФО;Ульяновская область;12;68;15;4;10;0;0;0;0;0;0;0;0;0;0;17;15;2;0;0;0;36;36;0;0;0;0;0;0;0;;
ПФО;Ульяновская область;13;52;6;1;3;0;0;0;0;0;0;0;0;0;0;21;16;5;0;0;0;25;25;0;0;0;0;0;0;0;;
ПФО;Ульяновская область;14;620;86;10;37;2;100;1;8;0;1;40;13;32;5;45;33;12;0;0;0;92;79;0;0;6;101;0;98;92;;
ПФО;Ульяновская область;15;478,5;79,2;22;40;1;54,5;1;5;0;4;19;5,5;20;0;35;33;1;0;0;0;120;102;5;0;6,5;75;0;54,1;54,2;;
ПФО;Чувашская Республика — Чувашия;3;679;67;16;23;1;140;3;7;0;6;43;4;75;2;18;12;6;3;0;0;155;53;61;5;6;101;22;84;78;46;64
ПФО;Чувашская Республика — Чувашия;4;490;64;14;21;1;134;3;7;0;6;43;4;69;2;16;12;4;0;0;0;95;40;22;4;5;59;11;73;29;;
ПФО;Чувашская Республика — Чувашия;5;7;1;1;0;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
ПФО;Чувашская Республика — Чувашия;6;67;13;4;7;0;42;2;6;0;0;33;0;1;0;0;0;0;0;0;0;4;2;0;2;1;1;0;4;0;;
ПФО;Чувашская Республика — Чувашия;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ПФО;Чувашская Республика — Чувашия;8;4;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
ПФО;Чувашская Республика — Чувашия;9;22;5;1;2;0;13;0;1;0;0;12;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;0;;
ПФО;Чувашская Республика — Чувашия;10;68;0;0;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;0;0;36;6;22;0;1;6;8;9;4;;
ПФО;Чувашская Республика — Чувашия;11;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;20;;
ПФО;Чувашская Республика — Чувашия;12;19;4;1;1;0;0;0;0;0;0;0;0;0;0;7;6;1;1;0;0;7;7;0;0;0;0;0;0;0;;
ПФО;Чувашская Республика — Чувашия;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;5;4;0;0;0;0;0;0;0;;
ПФО;Чувашская Республика — Чувашия;14;450;44;6;14;0;107;3;6;0;4;40;3;50;1;13;10;3;3;0;0;71;25;5;1;1;66;15;75;54;;
ПФО;Чувашская Республика — Чувашия;15;219,5;47;10;12;0;20,7;0,4;0;0;5;6,2;0,1;7;2;3;2;1;0;0;0;23,1;13,1;8;1;3;29;4;50,2;38,5;;
СЗФО;Архангельская область;3;1048;111;21;37;4;115;2;7;0;5;37;8;53;3;206;122;57;0;0;0;187;107;24;0;14;183;33;106;93;40;79
СЗФО;Архангельская область;4;702;100;20;35;3;112;2;7;0;5;37;7;51;3;146;110;15;0;0;0;167;102;11;0;10;90;4;62;11;;
СЗФО;Архангельская область;5;8;1;1;0;0;7;0;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
СЗФО;Архангельская область;6;60;7;0;5;0;44;0;6;0;0;36;0;1;1;1;1;0;0;0;0;4;3;0;0;0;4;0;0;0;;
СЗФО;Архангельская область;7;2;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
СЗФО;Архангельская область;8;6;1;1;0;0;5;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
СЗФО;Архангельская область;9;26;4;0;3;0;21;0;3;0;1;17;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
СЗФО;Архангельская область;10;164;8;0;0;0;1;0;0;0;0;0;0;1;0;47;8;30;0;0;0;10;1;5;0;1;32;11;21;33;;
СЗФО;Архангельская область;11;77;1;0;0;0;1;0;0;0;0;0;1;0;0;7;0;5;0;0;0;2;0;2;0;1;9;18;5;33;;
СЗФО;Архангельская область;12;109;4;0;4;0;0;0;0;0;0;0;0;0;0;43;29;8;0;0;0;62;39;0;0;0;0;0;0;0;;
СЗФО;Архангельская область;13;91;2;0;0;0;0;0;0;0;0;0;0;0;0;62;35;17;0;0;0;27;13;2;0;0;0;0;0;0;;
СЗФО;Архангельская область;14;614;56;3;15;0;62;0;7;0;2;26;6;19;2;88;48;10;0;0;0;151;86;10;0;2;102;16;73;64;;
СЗФО;Архангельская область;15;642,4;76,6;10;20;3;57,9;0;6;0;3,4;22,8;7,7;15,8;2,2;111;74;31;0;0;0;120;47;17,5;0;12;91;30;82,9;61;;
СЗФО;Вологодская область;3;971;128;34;41;4;280;1;2;0;5;86;40;132;14;40;24;16;0;0;0;123;53;34;83;14;58;2;79;164;178;36
СЗФО;Вологодская область;4;819;124;33;40;4;263;1;2;0;5;86;40;117;12;32;24;7;0;0;0;91;52;4;82;13;41;0;63;110;;
СЗФО;Вологодская область;5;14;4;1;3;0;7;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;
СЗФО;Вологодская область;6;130;14;6;4;1;86;1;2;0;0;82;0;1;0;0;0;0;0;0;0;2;0;0;28;0;0;0;0;0;;
СЗФО;Вологодская область;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
СЗФО;Вологодская область;8;7;2;0;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;
СЗФО;Вологодская область;9;76;5;2;1;0;69;1;2;0;3;63;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;
СЗФО;Вологодская область;10;73;2;0;1;0;12;0;0;0;0;0;0;10;2;7;0;7;0;0;0;20;1;19;1;1;8;1;6;15;;
СЗФО;Вологодская область;11;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;5;1;5;33;;
СЗФО;Вологодская область;12;28;6;2;4;0;0;0;0;0;0;0;0;0;0;8;4;4;0;0;0;14;13;0;0;0;0;0;0;0;;
СЗФО;Вологодская область;13;23;4;0;2;0;0;0;0;0;0;0;0;0;0;9;8;1;0;0;0;10;8;0;0;0;0;0;0;0;;
СЗФО;Вологодская область;14;508;79;15;28;2;150;1;2;0;3;53;10;79;2;24;18;6;0;0;0;59;24;1;1;4;36;1;62;92;;
СЗФО;Вологодская область;15;571,4;111,5;20;27;4;152,1;1;2;0;2;35,5;10;99,6;2;26,5;16;10,5;0;0;0;66,2;27,5;8;0,6;12;40;2;62;98,5;;
СЗФО;Калининградская область;3;1171;177;56;45;4;101;3;8;0;5;34;14;37;0;135;117;18;2;1;1;218;157;37;3;68;91;11;139;226;65;71
СЗФО;Калининградская область;4;946;165;51;38;4;97;3;8;0;5;34;14;33;0;122;115;7;1;1;0;178;134;19;3;58;46;6;117;153;;
СЗФО;Калининградская область;5;6;1;0;0;1;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;
