FO_name;Subj_Name;Col_num;1;2;3;4;5;6;7;8;9;10;11;12
ДВФО;Хабаровский край;7;568966,1;251326,8;13938,3;219377,5;18011;188100,9;129238,4;300;0;;;
ДВФО;Хабаровский край;8;0;0;0;0;0;0;0;0;0;;;
ДВФО;Хабаровский край;9;320979,9;301595,5;2139,7;129,1;299326,7;16267,6;3116,8;0;0;;;
ДВФО;Чукотский автономный округ;3;76471,2;76471,2;0;76471,2;0;0;0;0;0;0;0;0
ДВФО;Чукотский автономный округ;4;76471,2;76471,2;0;76471,2;0;0;0;0;0;;;
ДВФО;Чукотский автономный округ;5;0;0;0;0;0;0;0;0;0;;;
ДВФО;Чукотский автономный округ;6;0;0;0;0;0;0;0;0;0;;;
ДВФО;Чукотский автономный округ;7;69885,1;69885,1;0;69885,1;0;0;0;0;0;;;
ДВФО;Чукотский автономный округ;8;0;0;0;0;0;0;0;0;0;;;
ДВФО;Чукотский автономный округ;9;0;0;0;0;0;0;0;0;0;;;
ПФО;Кировская область;3;248867,1;130737;98939,9;4637;27160,1;93941,5;22811,6;1377;0;25019,4;25499,7;0
ПФО;Кировская область;4;209780,4;126065,6;98939,9;2758,6;24367,1;72546,3;9791,5;1377;0;;;
ПФО;Кировская область;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Кировская область;6;36908,9;882;869;0;13;31598,4;4428,5;0;0;;;
ПФО;Кировская область;7;162453,5;125183,6;98070,9;2758,6;24354,1;30529,9;5363;1377;0;;;
ПФО;Кировская область;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Кировская область;9;39086,7;4671,4;0;1878,4;2793;21395,2;13020,1;0;0;;;
ПФО;Нижегородская область;3;673493,8;372454,9;100423,2;247568,3;24463,4;130910,3;166346,9;3781,7;0;40789,1;40192,9;0
ПФО;Нижегородская область;4;565648,8;315573,5;94264,8;196845,3;24463,4;83334,2;163449;3292,1;0;;;
ПФО;Нижегородская область;5;2239,9;2211,9;0;2201,5;10,4;0;28;0;0;;;
ПФО;Нижегородская область;6;28558,8;9606,8;6820,8;2786;0;5096,9;13855,1;0;0;;;
ПФО;Нижегородская область;7;475257,8;260350,6;85749,7;174600,9;0;74881;138431,5;1594,7;0;;;
ПФО;Нижегородская область;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Нижегородская область;9;107845;56881,4;6158,4;50723;0;47576,1;2897,9;489,6;0;;;
ПФО;Оренбургская область;3;312517,2;8957,8;3350,7;5559,1;48;195517;107743,2;299,2;0;9200,7;38204,6;0
ПФО;Оренбургская область;4;265495,5;8957,8;3350,7;5559,1;48;155954,4;100583,3;0;0;;;
ПФО;Оренбургская область;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Оренбургская область;6;116376,9;0;0;0;0;75767,4;40609,5;0;0;;;
ПФО;Оренбургская область;7;137997,4;3398,7;3350,7;0;48;76736,5;57862,2;0;0;;;
ПФО;Оренбургская область;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Оренбургская область;9;47021,7;0;0;0;0;39562,6;7159,9;299,2;0;;;
ПФО;Пензенская область;3;438606;219715,3;119929,3;25851;73935;108522,3;82596,5;24929,4;2842,5;11980,1;14169,9;384
ПФО;Пензенская область;4;304471,8;111784,7;107752,5;0;4032,2;99000,5;69225,6;23707;754;;;
ПФО;Пензенская область;5;36539,4;8750,8;8750,8;0;0;1775,1;7883,9;17375,6;754;;;
ПФО;Пензенская область;6;26935,3;3375,2;0;0;3375,2;5739,4;14620;3200,7;0;;;
ПФО;Пензенская область;7;221413,2;99658,7;99001,7;0;657;89313,9;29309,9;3130,7;0;;;
ПФО;Пензенская область;8;8121,7;8121,7;1262,2;107;6752,5;0;0;0;0;;;
ПФО;Пензенская область;9;126012,5;99808,9;10914,6;25744;63150,3;9521,8;13370,9;1222,4;2088,5;;;
ПФО;Пермский край;3;2708942,8;93946,3;26664,1;6415,7;60866,5;2363601,2;247362;1518,7;2514,6;64954,5;1907414,4;17163,8
ПФО;Пермский край;4;2652660,5;60212,3;13262,1;369,9;46580,3;2344643,4;244242,7;1047,5;2514,6;;;
ПФО;Пермский край;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Пермский край;6;67254,5;4981,4;4936,8;35,6;9;23459,4;38773,3;40,4;0;;;
ПФО;Пермский край;7;867555,4;46306,9;8325,3;0;37981,6;667104,5;153145,5;998,5;0;;;
ПФО;Пермский край;8;1248,8;0;0;0;0;1248,8;0;0;0;;;
ПФО;Пермский край;9;55033,5;33734;13402;6045,8;14286,2;17709;3119,3;471,2;0;;;
ПФО;Республика Башкортостан;3;495256,6;160166,3;114754,7;44599;812,6;219886,2;36764,1;78440;0;1477,6;30131,8;0
ПФО;Республика Башкортостан;4;480594,6;160166,3;114754,7;44599;812,6;210106,2;31882,1;78440;0;;;
ПФО;Республика Башкортостан;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Республика Башкортостан;6;181398;113011;113011;0;0;59724;8663;0;0;;;
ПФО;Республика Башкортостан;7;299196,6;47155,3;1743,7;44599;812,6;150382,2;23219,1;78440;0;;;
ПФО;Республика Башкортостан;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Республика Башкортостан;9;14662;0;0;0;0;9780;4882;0;0;;;
ПФО;Республика Марий Эл;3;120400,9;46765,1;16838;23725,1;6202;54777,5;18858,3;0;0;63649,8;69269,5;0
ПФО;Республика Марий Эл;4;115812,2;46765,1;16838;23725,1;6202;51969;17078,1;0;0;;;
ПФО;Республика Марий Эл;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Республика Марий Эл;6;16618,3;0;0;0;0;8200,3;8418;0;0;;;
ПФО;Республика Марий Эл;7;95736,2;46765,1;16838;23725,1;6202;43282,1;5689;0;0;;;
ПФО;Республика Марий Эл;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Республика Марий Эл;9;4588,7;0;0;0;0;2808,5;1780,2;0;0;;;
ПФО;Республика Мордовия;3;195916,1;81519,8;47727,3;33792,5;0;70744;43652,3;0;0;3505,9;3077,3;0
ПФО;Республика Мордовия;4;163212,8;54136,2;20343,7;33792,5;0;65523;43553,6;0;0;;;
ПФО;Республика Мордовия;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Республика Мордовия;6;34840,3;5750,8;5750,8;0;0;14829,2;14260,3;0;0;;;
ПФО;Республика Мордовия;7;128357,1;48370;14577,5;33792,5;0;50693,8;29293,3;0;0;;;
ПФО;Республика Мордовия;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Республика Мордовия;9;32703,3;27383,6;27383,6;0;0;5221;98,7;0;0;;;
ПФО;Республика Татарстан;3;1613111,8;1058554,7;446533,3;603861,1;8160,3;418052,6;63026,7;60575,3;12902,5;208008;241408,3;435,2
ПФО;Республика Татарстан;4;1497023,7;974016,6;361995,2;603861,1;8160,3;409110;58511,9;42482,7;12902,5;;;
ПФО;Республика Татарстан;5;35788,4;19243,4;19243,4;0;0;0;16545;0;0;;;
ПФО;Республика Татарстан;6;230737,8;103220,3;103220,3;0;0;88826,3;24052,2;14603;36;;;
ПФО;Республика Татарстан;7;1173279;806385,5;209917,8;588307,4;8160,3;308411,9;17735,4;27879,7;12866,5;;;
ПФО;Республика Татарстан;8;2843,5;2793,5;2793,5;0;0;0;0;50;0;;;
ПФО;Республика Татарстан;9;113244,6;81744,6;81744,6;0;0;8942,6;4514,8;18042,6;0;;;
ПФО;Самарская область;3;1825503;596780,6;28094,8;525222,9;43462,9;973305,2;219105,2;28504,2;7807,8;83554,5;225173,2;6,6
ПФО;Самарская область;4;1409453,6;370741,1;26540,6;326775,6;17424,9;818265;191130,1;26585;2732,4;;;
ПФО;Самарская область;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Самарская область;6;166879,2;3637,8;970,8;2667;0;118487,6;44282,9;470,9;0;;;
ПФО;Самарская область;7;1166627,5;321934,1;25569,8;278939,4;17424,9;675292,2;140754,7;25914,1;2732,4;;;
ПФО;Самарская область;8;1125;0;0;0;0;1125;0;0;0;;;
ПФО;Самарская область;9;414924,4;226039,5;1554,2;198447,3;26038;153915,2;27975,1;1919,2;5075,4;;;
ПФО;Саратовская область;3;200986,5;20844,1;0;15766;5078,1;107984,2;72131,8;6;20,4;13696,2;45390,9;0
ПФО;Саратовская область;4;188501,8;10982,5;0;5904,4;5078,1;105361,1;72131,8;6;20,4;;;
ПФО;Саратовская область;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Саратовская область;6;40561,3;890,1;0;0;890,1;25654,4;14016,8;0;0;;;
ПФО;Саратовская область;7;136341,4;10092,4;0;5904,4;4188;76198,1;50044,9;6;0;;;
ПФО;Саратовская область;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Саратовская область;9;12484,7;9861,6;0;9861,6;0;2623,1;0;0;0;;;
ПФО;Удмуртская Республика;3;217604,2;41503,2;6429;35074,2;0;110028,5;65294,4;778,1;0;10202,4;14947,3;0
ПФО;Удмуртская Республика;4;158013,1;8922,2;2641;6281,2;0;88664,3;60426,6;0;0;;;
ПФО;Удмуртская Республика;5;174;0;0;0;0;0;174;0;0;;;
ПФО;Удмуртская Республика;6;16753,3;57,2;0;57,2;0;11130,5;5565,6;0;0;;;
ПФО;Удмуртская Республика;7;130572,1;8865;2641;6224;0;70931,9;50775,2;0;0;;;
ПФО;Удмуртская Республика;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Удмуртская Республика;9;59591,1;32581;3788;28793;0;21364,2;4867,8;778,1;0;;;
ПФО;Ульяновская область;3;122732,8;22924,7;2198;19752;974,7;53954,7;45853,4;0;0;15878,7;19547,1;0
ПФО;Ульяновская область;4;107332,9;22431,1;2198;19752;481,1;42766,9;42134,9;0;0;;;
ПФО;Ульяновская область;5;0;0;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;6;13958,4;356;56;0;300;4211;9391,4;0;0;;;
ПФО;Ульяновская область;7;83139,5;20484,1;551;19752;181,1;35055,9;27599,5;0;0;;;
ПФО;Ульяновская область;8;0;0;0;0;0;0;0;0;0;;;
ПФО;Ульяновская область;9;15399,9;493,6;0;0;493,6;11187,8;3718,5;0;0;;;
ПФО;Чувашская Республика — Чувашия;3;331426,9;133338,8;0;128371,6;4967,2;111462,1;86417,6;208,4;0;19900,6;80723,2;0
ПФО;Чувашская Республика — Чувашия;4;273486,8;82533,4;0;80036;2497,4;105333,6;85474,6;145,2;0;;;
ПФО;Чувашская Республика — Чувашия;5;4317,6;4317,6;0;4317,6;0;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;6;69258,3;2711,8;0;2711,8;0;12186;54215,3;145,2;0;;;
ПФО;Чувашская Республика — Чувашия;7;199910,9;75504;0;73006,6;2497,4;93147,6;31259,3;0;0;;;
ПФО;Чувашская Республика — Чувашия;8;3787,8;3787,8;0;1363,6;2424,2;0;0;0;0;;;
ПФО;Чувашская Республика — Чувашия;9;54152,3;47017,6;0;46972;45,6;6128,5;943;63,2;0;;;
СЗФО;Архангельская область;3;315077,5;143679,1;0;143390,7;288,4;84228,1;86994,8;175,5;0;16485,2;82709,9;0
СЗФО;Архангельская область;4;286826,7;143679,1;0;143390,7;288,4;61469,2;81678,4;0;0;;;
СЗФО;Архангельская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;6;7973;729,7;0;729,7;0;2067,8;5175,5;0;0;;;
СЗФО;Архангельская область;7;278853,7;142949,4;0;142661;288,4;59401,4;76502,9;0;0;;;
СЗФО;Архангельская область;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Архангельская область;9;28250,8;0;0;0;0;22758,9;5316,4;175,5;0;;;
СЗФО;Вологодская область;3;288880,7;105548,7;3895,8;101652,9;0;144454;37978,6;899,4;0;9101,8;32955,9;0
СЗФО;Вологодская область;4;200330,7;30912,2;2461,2;28451;0;133342,3;35176,8;899,4;0;;;
СЗФО;Вологодская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Вологодская область;6;16126,8;0;0;0;0;14267,4;960;899,4;0;;;
СЗФО;Вологодская область;7;124311,7;30912,2;2461,2;28451;0;78754,6;14644,9;0;0;;;
СЗФО;Вологодская область;8;925,5;0;0;0;0;925,5;0;0;0;;;
СЗФО;Вологодская область;9;87624,5;74636,5;1434,6;73201,9;0;10186,2;2801,8;0;0;;;
СЗФО;Калининградская область;3;1014736,4;145213,9;24624,8;111947,1;8642;289586,6;579935,9;0;0;92627,4;207640,4;1393,6
СЗФО;Калининградская область;4;759130,2;65823,4;10501,2;53719,2;1603;126826;566480,8;0;0;;;
СЗФО;Калининградская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Калининградская область;6;16897,4;886,4;0;886,4;0;12004;4007;0;0;;;
СЗФО;Калининградская область;7;210558,4;63260,8;9435,2;52222,6;1603;114025,9;33271,7;0;0;;;
СЗФО;Калининградская область;8;289,5;0;0;0;0;289,5;0;0;0;;;
СЗФО;Калининградская область;9;255316,7;79390,5;14123,6;58227,9;7039;162471,1;13455,1;0;0;;;
СЗФО;Ленинградская область;3;207927,2;180360,3;0;180360,3;0;15816,7;11750,2;0;0;3832,4;11209,4;0
СЗФО;Ленинградская область;4;169344,6;141879,3;0;141879,3;0;15715,1;11750,2;0;0;;;
СЗФО;Ленинградская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;6;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;7;169344,6;141879,3;0;141879,3;0;15715,1;11750,2;0;0;;;
СЗФО;Ленинградская область;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ленинградская область;9;38582,6;38481;0;38481;0;101,6;0;0;0;;;
СЗФО;Мурманская область;3;338437,3;158328,4;829;157499,4;0;168056,8;12052,1;0;0;2116,8;38498,7;0
СЗФО;Мурманская область;4;292372,8;158328,4;829;157499,4;0;122774,6;11269,8;0;0;;;
СЗФО;Мурманская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;6;2352;2176;0;2176;0;176;0;0;0;;;
СЗФО;Мурманская область;7;239387,8;156152,4;829;155323,4;0;79151,6;4083,8;0;0;;;
СЗФО;Мурманская область;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Мурманская область;9;46064,5;0;0;0;0;45282,2;782,3;0;0;;;
СЗФО;Ненецкий автономный округ;3;0;0;0;0;0;0;0;0;0;0;0;0
СЗФО;Ненецкий автономный округ;4;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;6;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;7;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Ненецкий автономный округ;9;0;0;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;3;70423,3;23857,4;9922,9;12632,5;1302;32700,5;13649,4;216;0;6332,3;6376,9;188,6
СЗФО;Новгородская область;4;65851,8;23857,4;9922,9;12632,5;1302;30047,7;11730,7;216;0;;;
СЗФО;Новгородская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;6;1500;860;0;0;860;36;604;0;0;;;
СЗФО;Новгородская область;7;62490,1;22997,4;9922,9;12632,5;442;28442;10834,7;216;0;;;
СЗФО;Новгородская область;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Новгородская область;9;4571,5;0;0;0;0;2652,8;1918,7;0;0;;;
СЗФО;Псковская область;3;156775,4;83683,4;53592;30091,4;0;33344;39192,2;555,8;0;677,6;55780,1;0
СЗФО;Псковская область;4;155508,9;83683,4;53592;30091,4;0;32633,3;39192,2;0;0;;;
СЗФО;Псковская область;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;6;13218,2;0;0;0;0;106;13112,2;0;0;;;
СЗФО;Псковская область;7;142050,7;83683,4;53592;30091,4;0;32287,3;26080;0;0;;;
СЗФО;Псковская область;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Псковская область;9;1266,5;0;0;0;0;710,7;0;555,8;0;;;
СЗФО;Республика Карелия;3;248416,7;72718,3;10254,6;54859,9;7603,8;67013,1;94201,8;14483,5;0;3461,9;5797;0
СЗФО;Республика Карелия;4;165183,3;64066,3;10254,6;46207,9;7603,8;65716,3;20917,2;14483,5;0;;;
СЗФО;Республика Карелия;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;6;22386,3;16088;0;16088;0;5605,7;692,6;0;0;;;
СЗФО;Республика Карелия;7;97405,6;32847,5;10254,6;22592,9;0;54236,9;10321,2;0;0;;;
СЗФО;Республика Карелия;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Республика Карелия;9;83233,4;8652;0;8652;0;1296,8;73284,6;0;0;;;
СЗФО;Республика Коми;3;281332,8;121438,7;38242,8;67991,1;15204,8;84370,5;75515,4;8,2;0;15921;18797,7;0
СЗФО;Республика Коми;4;161451;40831,2;37892,4;1438;1500,8;65464,5;55152,3;3;0;;;
СЗФО;Республика Коми;5;0;0;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;6;27772,3;1438;0;1438;0;6504;19830,3;0;0;;;
СЗФО;Республика Коми;7;107078,6;39393,2;37892,4;0;1500,8;55595,2;12087,2;3;0;;;
СЗФО;Республика Коми;8;0;0;0;0;0;0;0;0;0;;;
СЗФО;Республика Коми;9;119881,8;80607,5;350,4;66553,1;13704;18906;20363,1;5,2;0;;;
СЗФО;Санкт-Петербург;3;2561849;1447057,3;278855,8;1017793,2;150408,3;836056,2;222501,8;46522,6;9711,1;206195,5;269114,6;249,6
СЗФО;Санкт-Петербург;4;2188752,9;1174329,6;278606,2;745315,1;150408,3;757946,7;200773,5;46415,2;9287,9;;;
СЗФО;Санкт-Петербург;5;24599,7;18028,3;11982,4;6045,9;0;0;6571,4;0;0;;;
СЗФО;Санкт-Петербург;6;98615,1;0;0;0;0;85121;13494,1;0;0;;;
СЗФО;Санкт-Петербург;7;1938688,4;1066871,3;266623,8;649839,2;150408,3;635406;180708;46415,2;9287,9;;;
СЗФО;Санкт-Петербург;8;5670,4;2858,4;249,6;2608,8;0;2812;0;0;0;;;
СЗФО;Санкт-Петербург;9;367425,7;269869,3;0;269869,3;0;75297,5;21728,3;107,4;423,2;;;
СКФО;Кабардино-Балкарская Республика;3;233239,2;106141,8;92023,7;189,8;13928,3;39129,9;72201,1;15766,4;0;19878;12974;0
СКФО;Кабардино-Балкарская Республика;4;91003;19279,3;5161,2;189,8;13928,3;11168,5;44788,8;15766,4;0;;;
СКФО;Кабардино-Балкарская Республика;5;0;0;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;6;866,6;0;0;0;0;472,2;394,4;0;0;;;
СКФО;Кабардино-Балкарская Республика;7;84960,4;19279,3;5161,2;189,8;13928,3;10226,3;39688,4;15766,4;0;;;
СКФО;Кабардино-Балкарская Республика;8;0;0;0;0;0;0;0;0;0;;;
СКФО;Кабардино-Балкарская Республика;9;142236,2;86862,5;86862,5;0;0;27961,4;27412,3;0;0;;;
СКФО;Карачаево-Черкесская Республика;3;31900,5;27282,2;0;27282,2;0;0;0;4618,3;0;4005,9;954,4;0
СКФО;Карачаево-Черкесская Республика;4;31900,5;27282,2;0;27282,2;0;0;0;4618,3;0;;;
СКФО;Карачаево-Черкесская Республика;5;0;0;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;6;0;0;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;7;31900,5;27282,2;0;27282,2;0;0;0;4618,3;0;;;
СКФО;Карачаево-Черкесская Республика;8;0;0;0;0;0;0;0;0;0;;;
СКФО;Карачаево-Черкесская Республика;9;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;3;25787,4;6528,6;6528,6;0;0;8076;11076;106,8;0;555;175;0
СКФО;Республика Дагестан;4;24962,4;6528,6;6528,6;0;0;7675;10652;106,8;0;;;
СКФО;Республика Дагестан;5;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;6;3419;0;0;0;0;1525;1894;0;0;;;
СКФО;Республика Дагестан;7;21430,6;6522,6;6522,6;0;0;6150;8758;0;0;;;
СКФО;Республика Дагестан;8;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Дагестан;9;825;0;0;0;0;401;424;0;0;;;
СКФО;Республика Ингушетия;3;2652,9;2652,9;0;2652,9;0;0;0;0;0;0;0;0
СКФО;Республика Ингушетия;4;2652,9;2652,9;0;2652,9;0;0;0;0;0;;;
СКФО;Республика Ингушетия;5;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;6;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;7;2652,9;2652,9;0;2652,9;0;0;0;0;0;;;
СКФО;Республика Ингушетия;8;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Ингушетия;9;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;3;3985,4;0;0;0;0;250;3735,4;0;0;266,4;192,3;0
СКФО;Республика Северная Осетия — Алания;4;3985,4;0;0;0;0;250;3735,4;0;0;;;
СКФО;Республика Северная Осетия — Алания;5;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;6;0;0;0;0;0;0;0;0;0;;;
СКФО;Республика Северная Осетия — Алания;7;580;0;0;0;0;250;330;0;0;;;
